date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Nov-03-2024 to Nov-09-2024,ME,Millimagassett Lake,0.07,46.28425,-68.7835,806311,2024-11-03,2024-11-09,Millimagassett Lake </br> 0.07%
Nov-03-2024 to Nov-09-2024,ME,Meduxnekeag Lake,0.23,46.09414,-68.0295,817877,2024-11-03,2024-11-09,Meduxnekeag Lake </br> 0.23%
Nov-03-2024 to Nov-09-2024,OK,Lake Yahola,1.94,36.22022,-95.9341,847048,2024-11-03,2024-11-09,Lake Yahola </br> 1.94%
Nov-03-2024 to Nov-09-2024,CO,Holbrook Reservoir,7.76,38.06316,-103.61,914071,2024-11-03,2024-11-09,Holbrook Reservoir </br> 7.76%
Nov-03-2024 to Nov-09-2024,CO,Turquoise Lake,1.06,39.26924,-106.383,916247,2024-11-03,2024-11-09,Turquoise Lake </br> 1.06%
Nov-03-2024 to Nov-09-2024,CO,Twin Lakes,0.48,39.08425,-106.333,916361,2024-11-03,2024-11-09,Twin Lakes </br> 0.48%
Nov-03-2024 to Nov-09-2024,CO,Twin Lakes Reservoir,0.59,39.07928,-106.365,916363,2024-11-03,2024-11-09,Twin Lakes Reservoir </br> 0.59%
Nov-03-2024 to Nov-09-2024,CO,Trinidad Lake,0.33,37.13644,-104.576,936750,2024-11-03,2024-11-09,Trinidad Lake </br> 0.33%
Nov-03-2024 to Nov-09-2024,CO,Lake Henry,33.74,38.26428,-103.709,975120,2024-11-03,2024-11-09,Lake Henry </br> 33.74%
Nov-03-2024 to Nov-09-2024,CO,Lake Meredith,29.81,38.19088,-103.703,975154,2024-11-03,2024-11-09,Lake Meredith </br> 29.81%
Nov-03-2024 to Nov-09-2024,TX,Lake A,0.14,33.10272,-95.0664,1010018,2024-11-03,2024-11-09,Lake A </br> 0.14%
Nov-03-2024 to Nov-09-2024,TX,Lake Cypress Springs,11.35,33.05924,-95.1886,1010164,2024-11-03,2024-11-09,Lake Cypress Springs </br> 11.35%
Nov-03-2024 to Nov-09-2024,TX,Lake O' the Pines,3.77,32.80087,-94.6107,1010832,2024-11-03,2024-11-09,Lake O' the Pines </br> 3.77%
Nov-03-2024 to Nov-09-2024,ME,Spencer Pond,0.38,45.74255,-69.5687,1021378,2024-11-03,2024-11-09,Spencer Pond </br> 0.38%
Nov-03-2024 to Nov-09-2024,ME,First Roach Pond,0.24,45.65463,-69.3792,1021504,2024-11-03,2024-11-09,First Roach Pond </br> 0.24%
Nov-03-2024 to Nov-09-2024,ME,Mountain View Pond,0.28,45.51955,-69.6901,1021692,2024-11-03,2024-11-09,Mountain View Pond </br> 0.28%
Nov-03-2024 to Nov-09-2024,ME,Long Pond,0.46,45.62674,-70.0871,1023054,2024-11-03,2024-11-09,Long Pond </br> 0.46%
Nov-03-2024 to Nov-09-2024,ME,Wood Pond,0.25,45.61972,-70.2776,1023066,2024-11-03,2024-11-09,Wood Pond </br> 0.25%
Nov-03-2024 to Nov-09-2024,ME,Attean Pond,0.2,45.56945,-70.2854,1023120,2024-11-03,2024-11-09,Attean Pond </br> 0.2%
Nov-03-2024 to Nov-09-2024,ME,Joes Hole,0.53,45.30665,-69.8405,1024266,2024-11-03,2024-11-09,Joes Hole </br> 0.53%
Nov-03-2024 to Nov-09-2024,ME,Fish Pond,0.3,45.40137,-70.2919,1031381,2024-11-03,2024-11-09,Fish Pond </br> 0.3%
Nov-03-2024 to Nov-09-2024,ME,Flagstaff Lake,0.24,45.19867,-70.3081,1031669,2024-11-03,2024-11-09,Flagstaff Lake </br> 0.24%
Nov-03-2024 to Nov-09-2024,ME,West Carry Pond,0.4,45.16877,-70.1111,1031729,2024-11-03,2024-11-09,West Carry Pond </br> 0.4%
Nov-03-2024 to Nov-09-2024,GA,Lake Sinclair,0.47,33.20784,-83.2584,1054153,2024-11-03,2024-11-09,Lake Sinclair </br> 0.47%
Nov-03-2024 to Nov-09-2024,MN,White Bear Lake,0.19,45.0773,-92.9805,1097324,2024-11-03,2024-11-09,White Bear Lake </br> 0.19%
Nov-03-2024 to Nov-09-2024,MN,Coon Lake,0.31,45.30549,-93.1664,1098396,2024-11-03,2024-11-09,Coon Lake </br> 0.31%
Nov-03-2024 to Nov-09-2024,MN,Bald Eagle Lake,4.57,45.11416,-93.0156,1099052,2024-11-03,2024-11-09,Bald Eagle Lake </br> 4.57%
Nov-03-2024 to Nov-09-2024,MN,Lower Lake (Lake Minnetonka),0.19,44.93976,-93.556,1101590,2024-11-03,2024-11-09,Lower Lake (Lake Minnetonka) </br> 0.19%
Nov-03-2024 to Nov-09-2024,MN,West Arm (Lake Minnetonka),26.71,44.94627,-93.6429,1101642,2024-11-03,2024-11-09,West Arm (Lake Minnetonka) </br> 26.71%
Nov-03-2024 to Nov-09-2024,MN,Lake Calhoun,0.44,44.9418,-93.3118,1101684,2024-11-03,2024-11-09,Lake Calhoun </br> 0.44%
Nov-03-2024 to Nov-09-2024,MN,Lake Minnetonka,0.36,44.91341,-93.6393,1101734,2024-11-03,2024-11-09,Lake Minnetonka </br> 0.36%
Nov-03-2024 to Nov-09-2024,TX,B A Steinhagen Lake,0.51,30.85543,-94.1948,1111211,2024-11-03,2024-11-09,B A Steinhagen Lake </br> 0.51%
Nov-03-2024 to Nov-09-2024,TX,Lake Sulphur Springs,0.93,33.17231,-95.629,1122789,2024-11-03,2024-11-09,Lake Sulphur Springs </br> 0.93%
Nov-03-2024 to Nov-09-2024,TX,Wright Patman Lake,11.14,33.27829,-94.2707,1127701,2024-11-03,2024-11-09,Wright Patman Lake </br> 11.14%
Nov-03-2024 to Nov-09-2024,TX,Goss Lake,0.39,33.27757,-94.0697,1127853,2024-11-03,2024-11-09,Goss Lake </br> 0.39%
Nov-03-2024 to Nov-09-2024,TX,River Crest Reservoir,62.47,33.39157,-95.1555,1128997,2024-11-03,2024-11-09,River Crest Reservoir </br> 62.47%
Nov-03-2024 to Nov-09-2024,LA,Black Bayou Lake,0.28,32.91292,-93.95,1135442,2024-11-03,2024-11-09,Black Bayou Lake </br> 0.28%
Nov-03-2024 to Nov-09-2024,TX,Lake Tyler,0.6,32.23912,-95.1512,1147787,2024-11-03,2024-11-09,Lake Tyler </br> 0.6%
Nov-03-2024 to Nov-09-2024,TX,Lake Striker,0.58,31.95969,-94.989,1148575,2024-11-03,2024-11-09,Lake Striker </br> 0.58%
Nov-03-2024 to Nov-09-2024,TX,Lake Nacogdoches,0.37,31.62249,-94.8184,1149471,2024-11-03,2024-11-09,Lake Nacogdoches </br> 0.37%
Nov-03-2024 to Nov-09-2024,TX,Ester Lake,1.15,31.21716,-94.2536,1158647,2024-11-03,2024-11-09,Ester Lake </br> 1.15%
Nov-03-2024 to Nov-09-2024,TX,Kurth Lake,1.03,31.44449,-94.691,1158651,2024-11-03,2024-11-09,Kurth Lake </br> 1.03%
Nov-03-2024 to Nov-09-2024,CO,Williams Fork Reservoir,0.6,40.01526,-106.21,1230577,2024-11-03,2024-11-09,Williams Fork Reservoir </br> 0.6%
Nov-03-2024 to Nov-09-2024,CO,Grand Lake,0.44,40.23162,-105.835,1233435,2024-11-03,2024-11-09,Grand Lake </br> 0.44%
Nov-03-2024 to Nov-09-2024,CO,Lake Granby,0.16,40.15546,-105.849,1233515,2024-11-03,2024-11-09,Lake Granby </br> 0.16%
Nov-03-2024 to Nov-09-2024,TX,White Rock Lake,3.72,32.83606,-96.7226,1259469,2024-11-03,2024-11-09,White Rock Lake </br> 3.72%
Nov-03-2024 to Nov-09-2024,TX,Trinidad Lake,71.97,32.1175,-96.0936,1262105,2024-11-03,2024-11-09,Trinidad Lake </br> 71.97%
Nov-03-2024 to Nov-09-2024,TX,Lake Worth,43.91,32.80908,-97.4615,1267710,2024-11-03,2024-11-09,Lake Worth </br> 43.91%
Nov-03-2024 to Nov-09-2024,TX,Lake Weatherford,69.15,32.78419,-97.6875,1267786,2024-11-03,2024-11-09,Lake Weatherford </br> 69.15%
Nov-03-2024 to Nov-09-2024,TX,Lake Arlington,31.93,32.70435,-97.2132,1267898,2024-11-03,2024-11-09,Lake Arlington </br> 31.93%
Nov-03-2024 to Nov-09-2024,TX,Benbrook Lake,6.97,32.62671,-97.4682,1267968,2024-11-03,2024-11-09,Benbrook Lake </br> 6.97%
Nov-03-2024 to Nov-09-2024,TX,Mountain Creek Lake,59.25,32.71806,-96.9614,1269548,2024-11-03,2024-11-09,Mountain Creek Lake </br> 59.25%
Nov-03-2024 to Nov-09-2024,TX,Lavon Lake,20.81,33.10404,-96.4712,1291638,2024-11-03,2024-11-09,Lavon Lake </br> 20.81%
Nov-03-2024 to Nov-09-2024,TX,New Terrell City Lake,47.1,32.74228,-96.1728,1296744,2024-11-03,2024-11-09,New Terrell City Lake </br> 47.1%
Nov-03-2024 to Nov-09-2024,TX,Lake Bridgeport,0.53,33.21846,-97.8659,1304891,2024-11-03,2024-11-09,Lake Bridgeport </br> 0.53%
Nov-03-2024 to Nov-09-2024,CO,Green Mountain Reservoir,0.83,39.87126,-106.285,1311881,2024-11-03,2024-11-09,Green Mountain Reservoir </br> 0.83%
Nov-03-2024 to Nov-09-2024,CO,Dillon Reservoir,1.24,39.60147,-106.058,1312051,2024-11-03,2024-11-09,Dillon Reservoir </br> 1.24%
Nov-03-2024 to Nov-09-2024,CO,Taylor Park Reservoir,0.67,38.83539,-106.58,1332558,2024-11-03,2024-11-09,Taylor Park Reservoir </br> 0.67%
Nov-03-2024 to Nov-09-2024,CO,Steamboat Lake,4.88,40.79592,-106.965,1353298,2024-11-03,2024-11-09,Steamboat Lake </br> 4.88%
Nov-03-2024 to Nov-09-2024,UT,Pelican Lake,0.51,40.19259,-109.682,1371518,2024-11-03,2024-11-09,Pelican Lake </br> 0.51%
Nov-03-2024 to Nov-09-2024,AZ,Many Farms Lake,1.28,36.35332,-109.583,1408803,2024-11-03,2024-11-09,Many Farms Lake </br> 1.28%
Nov-03-2024 to Nov-09-2024,TX,Bardwell Lake,49.53,32.28141,-96.6641,1445978,2024-11-03,2024-11-09,Bardwell Lake </br> 49.53%
Nov-03-2024 to Nov-09-2024,TX,Fairfield Lake,1.23,31.79518,-96.062,1454297,2024-11-03,2024-11-09,Fairfield Lake </br> 1.23%
Nov-03-2024 to Nov-09-2024,TX,Houston County Lake,1.36,31.41438,-95.5776,1455553,2024-11-03,2024-11-09,Houston County Lake </br> 1.36%
Nov-03-2024 to Nov-09-2024,TX,Lewis Creek Reservoir,0.25,30.43564,-95.5352,1466524,2024-11-03,2024-11-09,Lewis Creek Reservoir </br> 0.25%
Nov-03-2024 to Nov-09-2024,TX,Sabine Lake,26.23,29.89961,-93.8889,1475947,2024-11-03,2024-11-09,Sabine Lake </br> 26.23%
Nov-03-2024 to Nov-09-2024,TX,Knight Lake,4.43,29.70597,-93.9862,1476649,2024-11-03,2024-11-09,Knight Lake </br> 4.43%
Nov-03-2024 to Nov-09-2024,TX,Sabine Lake,0.3,29.88602,-93.8433,1477365,2024-11-03,2024-11-09,Sabine Lake </br> 0.3%
Nov-03-2024 to Nov-09-2024,TX,Clam Lake,0.52,29.68687,-94.0986,1478803,2024-11-03,2024-11-09,Clam Lake </br> 0.52%
Nov-03-2024 to Nov-09-2024,TX,Woodlands Golf Course Lake,2.51,30.7671,-95.1656,1492358,2024-11-03,2024-11-09,Woodlands Golf Course Lake </br> 2.51%
Nov-03-2024 to Nov-09-2024,TX,Lake Charlotte,54.82,29.868,-94.7257,1514105,2024-11-03,2024-11-09,Lake Charlotte </br> 54.82%
Nov-03-2024 to Nov-09-2024,TX,Lost Lake,28.82,29.85921,-94.7835,1514129,2024-11-03,2024-11-09,Lost Lake </br> 28.82%
Nov-03-2024 to Nov-09-2024,TX,Lake Anahuac,48.62,29.80275,-94.684,1514219,2024-11-03,2024-11-09,Lake Anahuac </br> 48.62%
Nov-03-2024 to Nov-09-2024,TX,Cotton Lake,52.59,29.79816,-94.8073,1514331,2024-11-03,2024-11-09,Cotton Lake </br> 52.59%
Nov-03-2024 to Nov-09-2024,TX,Wet Marsh Pond,0.91,29.77277,-94.8163,1514367,2024-11-03,2024-11-09,Wet Marsh Pond </br> 0.91%
Nov-03-2024 to Nov-09-2024,TX,Robinson Lake,21.65,29.58477,-94.5971,1523391,2024-11-03,2024-11-09,Robinson Lake </br> 21.65%
Nov-03-2024 to Nov-09-2024,TX,Lake Surprise,80.22,29.55322,-94.6808,1523509,2024-11-03,2024-11-09,Lake Surprise </br> 80.22%
Nov-03-2024 to Nov-09-2024,CO,Lake Pueblo,0.34,38.26593,-104.753,1531545,2024-11-03,2024-11-09,Lake Pueblo </br> 0.34%
Nov-03-2024 to Nov-09-2024,TX,Clear Lake,32.05,29.55251,-95.061,1562034,2024-11-03,2024-11-09,Clear Lake </br> 32.05%
Nov-03-2024 to Nov-09-2024,TX,Galveston County Industrial Water Reservoir,5.49,29.4387,-94.9747,1573030,2024-11-03,2024-11-09,Galveston County Industrial Water Reservoir </br> 5.49%
Nov-03-2024 to Nov-09-2024,TX,Oyster Lake,0.53,29.12179,-95.1749,1573668,2024-11-03,2024-11-09,Oyster Lake </br> 0.53%
Nov-03-2024 to Nov-09-2024,TX,Salt Lake,1.13,29.03822,-95.2555,1573900,2024-11-03,2024-11-09,Salt Lake </br> 1.13%
Nov-03-2024 to Nov-09-2024,CO,Adobe Creek Reservoir,19.76,38.26192,-103.246,1593551,2024-11-03,2024-11-09,Adobe Creek Reservoir </br> 19.76%
Nov-03-2024 to Nov-09-2024,CO,Neegronda Reservoir,3.94,38.30302,-102.755,1594371,2024-11-03,2024-11-09,Neegronda Reservoir </br> 3.94%
Nov-03-2024 to Nov-09-2024,CO,Queen Reservoir,43.69,38.29501,-102.65,1594373,2024-11-03,2024-11-09,Queen Reservoir </br> 43.69%
Nov-03-2024 to Nov-09-2024,TX,Cowtrap Lake,1.91,28.85446,-95.5224,1613786,2024-11-03,2024-11-09,Cowtrap Lake </br> 1.91%
Nov-03-2024 to Nov-09-2024,TX,Lake Austin,17.2,28.7926,-95.7929,1613898,2024-11-03,2024-11-09,Lake Austin </br> 17.2%
Nov-03-2024 to Nov-09-2024,ME,Rowe Pond,0.18,46.20594,-69.6062,1698272,2024-11-03,2024-11-09,Rowe Pond </br> 0.18%
Nov-03-2024 to Nov-09-2024,ME,Shallow Lake,21.53,46.22598,-69.4799,1698278,2024-11-03,2024-11-09,Shallow Lake </br> 21.53%
Nov-03-2024 to Nov-09-2024,ME,Umbbazooksus Lake,0.14,46.16857,-69.3775,1698316,2024-11-03,2024-11-09,Umbbazooksus Lake </br> 0.14%
Nov-03-2024 to Nov-09-2024,ME,Loon Lake,0.33,46.14701,-69.6392,1698322,2024-11-03,2024-11-09,Loon Lake </br> 0.33%
Nov-03-2024 to Nov-09-2024,ME,Longley Pond,0.21,46.16018,-69.4388,1698326,2024-11-03,2024-11-09,Longley Pond </br> 0.21%
Nov-03-2024 to Nov-09-2024,ME,Nesowadnehunk Lake,0.22,46.04055,-69.096,1698422,2024-11-03,2024-11-09,Nesowadnehunk Lake </br> 0.22%
Nov-03-2024 to Nov-09-2024,ME,Millinocket Lake,0.17,45.75953,-68.7944,1699384,2024-11-03,2024-11-09,Millinocket Lake </br> 0.17%
Nov-03-2024 to Nov-09-2024,ME,Dolby Pond,0.16,45.65227,-68.6306,1699482,2024-11-03,2024-11-09,Dolby Pond </br> 0.16%
Nov-03-2024 to Nov-09-2024,ME,Upper Jo-Mary Lake,0.12,45.60065,-68.962,1699556,2024-11-03,2024-11-09,Upper Jo-Mary Lake </br> 0.12%
Nov-03-2024 to Nov-09-2024,ME,Mud Pond,0.17,45.96272,-69.2872,1700848,2024-11-03,2024-11-09,Mud Pond </br> 0.17%
Nov-03-2024 to Nov-09-2024,ME,Harrington Lake,0.17,45.93605,-69.1621,1700856,2024-11-03,2024-11-09,Harrington Lake </br> 0.17%
Nov-03-2024 to Nov-09-2024,ME,Seboomook Lake,0.83,45.91353,-69.848,1700864,2024-11-03,2024-11-09,Seboomook Lake </br> 0.83%
Nov-03-2024 to Nov-09-2024,ME,Lobster Lake,0.22,45.85474,-69.5238,1700982,2024-11-03,2024-11-09,Lobster Lake </br> 0.22%
Nov-03-2024 to Nov-09-2024,ME,Ragged Lake,0.24,45.82058,-69.3758,1701002,2024-11-03,2024-11-09,Ragged Lake </br> 0.24%
Nov-03-2024 to Nov-09-2024,ME,Rainbow Lake,0.24,45.82396,-69.1166,1701038,2024-11-03,2024-11-09,Rainbow Lake </br> 0.24%
Nov-03-2024 to Nov-09-2024,ME,Third Debsconeag Lake,0.09,45.75816,-69.0303,1701156,2024-11-03,2024-11-09,Third Debsconeag Lake </br> 0.09%
Nov-03-2024 to Nov-09-2024,ME,Grand Lake Seboeis,0.08,46.29646,-68.6503,1710508,2024-11-03,2024-11-09,Grand Lake Seboeis </br> 0.08%
