date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Jul-07-2024 to Jul-13-2024,ME,Square Lake,0.73,47.06451,-68.4067,723938,2024-07-07,2024-07-13,Square Lake </br> 0.73%
Jul-07-2024 to Jul-13-2024,ME,Fish River Lake,2.19,46.82865,-68.7736,725058,2024-07-07,2024-07-13,Fish River Lake </br> 2.19%
Jul-07-2024 to Jul-13-2024,ME,Portage Lake,1.7,46.78602,-68.5091,725074,2024-07-07,2024-07-13,Portage Lake </br> 1.7%
Jul-07-2024 to Jul-13-2024,KS,Perry Lake,3.95,39.18347,-95.4522,746373,2024-07-07,2024-07-13,Perry Lake </br> 3.95%
Jul-07-2024 to Jul-13-2024,ME,Madawaska Lake,4.27,47.02536,-68.2131,802433,2024-07-07,2024-07-13,Madawaska Lake </br> 4.27%
Jul-07-2024 to Jul-13-2024,ME,Squapan Lake,1.75,46.54401,-68.2436,803413,2024-07-07,2024-07-13,Squapan Lake </br> 1.75%
Jul-07-2024 to Jul-13-2024,ME,Millinocket Lake,0.46,46.29874,-68.8853,806283,2024-07-07,2024-07-13,Millinocket Lake </br> 0.46%
Jul-07-2024 to Jul-13-2024,ME,Umcolcus Lake,1.14,46.28783,-68.4356,806301,2024-07-07,2024-07-13,Umcolcus Lake </br> 1.14%
Jul-07-2024 to Jul-13-2024,ME,Millimagassett Lake,0.19,46.28425,-68.7835,806311,2024-07-07,2024-07-13,Millimagassett Lake </br> 0.19%
Jul-07-2024 to Jul-13-2024,ME,Meduxnekeag Lake,0.73,46.09414,-68.0295,817877,2024-07-07,2024-07-13,Meduxnekeag Lake </br> 0.73%
Jul-07-2024 to Jul-13-2024,OK,Lake Yahola,5.16,36.22022,-95.9341,847048,2024-07-07,2024-07-13,Lake Yahola </br> 5.16%
Jul-07-2024 to Jul-13-2024,CO,Holbrook Reservoir,25.92,38.06316,-103.61,914071,2024-07-07,2024-07-13,Holbrook Reservoir </br> 25.92%
Jul-07-2024 to Jul-13-2024,CO,Turquoise Lake,1.86,39.26924,-106.383,916247,2024-07-07,2024-07-13,Turquoise Lake </br> 1.86%
Jul-07-2024 to Jul-13-2024,CO,Twin Lakes,1.09,39.08425,-106.333,916361,2024-07-07,2024-07-13,Twin Lakes </br> 1.09%
Jul-07-2024 to Jul-13-2024,CO,Twin Lakes Reservoir,1.34,39.07928,-106.365,916363,2024-07-07,2024-07-13,Twin Lakes Reservoir </br> 1.34%
Jul-07-2024 to Jul-13-2024,CO,Trinidad Lake,1.1,37.13644,-104.576,936750,2024-07-07,2024-07-13,Trinidad Lake </br> 1.1%
Jul-07-2024 to Jul-13-2024,CO,Lake Henry,74.94,38.26428,-103.709,975120,2024-07-07,2024-07-13,Lake Henry </br> 74.94%
Jul-07-2024 to Jul-13-2024,CO,Lake Meredith,65.85,38.19088,-103.703,975154,2024-07-07,2024-07-13,Lake Meredith </br> 65.85%
Jul-07-2024 to Jul-13-2024,TX,Lake A,0.62,33.10272,-95.0664,1010018,2024-07-07,2024-07-13,Lake A </br> 0.62%
Jul-07-2024 to Jul-13-2024,TX,Lake Cypress Springs,38.1,33.05924,-95.1886,1010164,2024-07-07,2024-07-13,Lake Cypress Springs </br> 38.1%
Jul-07-2024 to Jul-13-2024,TX,Lake O' the Pines,14.86,32.80087,-94.6107,1010832,2024-07-07,2024-07-13,Lake O' the Pines </br> 14.86%
Jul-07-2024 to Jul-13-2024,ME,Spencer Pond,1.01,45.74255,-69.5687,1021378,2024-07-07,2024-07-13,Spencer Pond </br> 1.01%
Jul-07-2024 to Jul-13-2024,ME,First Roach Pond,0.91,45.65463,-69.3792,1021504,2024-07-07,2024-07-13,First Roach Pond </br> 0.91%
Jul-07-2024 to Jul-13-2024,ME,Mountain View Pond,0.5,45.51955,-69.6901,1021692,2024-07-07,2024-07-13,Mountain View Pond </br> 0.5%
Jul-07-2024 to Jul-13-2024,ME,Long Pond,1.17,45.62674,-70.0871,1023054,2024-07-07,2024-07-13,Long Pond </br> 1.17%
Jul-07-2024 to Jul-13-2024,ME,Wood Pond,0.58,45.61972,-70.2776,1023066,2024-07-07,2024-07-13,Wood Pond </br> 0.58%
Jul-07-2024 to Jul-13-2024,ME,Attean Pond,0.55,45.56945,-70.2854,1023120,2024-07-07,2024-07-13,Attean Pond </br> 0.55%
Jul-07-2024 to Jul-13-2024,ME,Joes Hole,2.06,45.30665,-69.8405,1024266,2024-07-07,2024-07-13,Joes Hole </br> 2.06%
Jul-07-2024 to Jul-13-2024,ME,Fish Pond,1.74,45.40137,-70.2919,1031381,2024-07-07,2024-07-13,Fish Pond </br> 1.74%
Jul-07-2024 to Jul-13-2024,ME,Flagstaff Lake,0.65,45.19867,-70.3081,1031669,2024-07-07,2024-07-13,Flagstaff Lake </br> 0.65%
Jul-07-2024 to Jul-13-2024,ME,West Carry Pond,1.38,45.16877,-70.1111,1031729,2024-07-07,2024-07-13,West Carry Pond </br> 1.38%
Jul-07-2024 to Jul-13-2024,GA,Lake Sinclair,1.31,33.20784,-83.2584,1054153,2024-07-07,2024-07-13,Lake Sinclair </br> 1.31%
Jul-07-2024 to Jul-13-2024,MN,White Bear Lake,0.87,45.0773,-92.9805,1097324,2024-07-07,2024-07-13,White Bear Lake </br> 0.87%
Jul-07-2024 to Jul-13-2024,MN,Coon Lake,1.57,45.30549,-93.1664,1098396,2024-07-07,2024-07-13,Coon Lake </br> 1.57%
Jul-07-2024 to Jul-13-2024,MN,Bald Eagle Lake,19.37,45.11416,-93.0156,1099052,2024-07-07,2024-07-13,Bald Eagle Lake </br> 19.37%
Jul-07-2024 to Jul-13-2024,MN,Lower Lake (Lake Minnetonka),1.01,44.93976,-93.556,1101590,2024-07-07,2024-07-13,Lower Lake (Lake Minnetonka) </br> 1.01%
Jul-07-2024 to Jul-13-2024,MN,West Arm (Lake Minnetonka),63.48,44.94627,-93.6429,1101642,2024-07-07,2024-07-13,West Arm (Lake Minnetonka) </br> 63.48%
Jul-07-2024 to Jul-13-2024,MN,Lake Calhoun,1.91,44.9418,-93.3118,1101684,2024-07-07,2024-07-13,Lake Calhoun </br> 1.91%
Jul-07-2024 to Jul-13-2024,MN,Lake Minnetonka,1.85,44.91341,-93.6393,1101734,2024-07-07,2024-07-13,Lake Minnetonka </br> 1.85%
Jul-07-2024 to Jul-13-2024,TX,B A Steinhagen Lake,2.03,30.85543,-94.1948,1111211,2024-07-07,2024-07-13,B A Steinhagen Lake </br> 2.03%
Jul-07-2024 to Jul-13-2024,TX,Lake Sulphur Springs,4.89,33.17231,-95.629,1122789,2024-07-07,2024-07-13,Lake Sulphur Springs </br> 4.89%
Jul-07-2024 to Jul-13-2024,TX,Wright Patman Lake,33.17,33.27829,-94.2707,1127701,2024-07-07,2024-07-13,Wright Patman Lake </br> 33.17%
Jul-07-2024 to Jul-13-2024,TX,Goss Lake,3.26,33.27757,-94.0697,1127853,2024-07-07,2024-07-13,Goss Lake </br> 3.26%
Jul-07-2024 to Jul-13-2024,TX,River Crest Reservoir,88.91,33.39157,-95.1555,1128997,2024-07-07,2024-07-13,River Crest Reservoir </br> 88.91%
Jul-07-2024 to Jul-13-2024,LA,Black Bayou Lake,1.6,32.91292,-93.95,1135442,2024-07-07,2024-07-13,Black Bayou Lake </br> 1.6%
Jul-07-2024 to Jul-13-2024,TX,Lake Tyler,2.81,32.23912,-95.1512,1147787,2024-07-07,2024-07-13,Lake Tyler </br> 2.81%
Jul-07-2024 to Jul-13-2024,TX,Lake Striker,1.28,31.95969,-94.989,1148575,2024-07-07,2024-07-13,Lake Striker </br> 1.28%
Jul-07-2024 to Jul-13-2024,TX,Lake Nacogdoches,1.55,31.62249,-94.8184,1149471,2024-07-07,2024-07-13,Lake Nacogdoches </br> 1.55%
Jul-07-2024 to Jul-13-2024,TX,Ester Lake,2.4,31.21716,-94.2536,1158647,2024-07-07,2024-07-13,Ester Lake </br> 2.4%
Jul-07-2024 to Jul-13-2024,TX,Kurth Lake,3.24,31.44449,-94.691,1158651,2024-07-07,2024-07-13,Kurth Lake </br> 3.24%
Jul-07-2024 to Jul-13-2024,CO,Williams Fork Reservoir,1.49,40.01526,-106.21,1230577,2024-07-07,2024-07-13,Williams Fork Reservoir </br> 1.49%
Jul-07-2024 to Jul-13-2024,CO,Grand Lake,1.58,40.23162,-105.835,1233435,2024-07-07,2024-07-13,Grand Lake </br> 1.58%
Jul-07-2024 to Jul-13-2024,CO,Lake Granby,0.52,40.15546,-105.849,1233515,2024-07-07,2024-07-13,Lake Granby </br> 0.52%
Jul-07-2024 to Jul-13-2024,TX,White Rock Lake,9.81,32.83606,-96.7226,1259469,2024-07-07,2024-07-13,White Rock Lake </br> 9.81%
Jul-07-2024 to Jul-13-2024,TX,Trinidad Lake,90.58,32.1175,-96.0936,1262105,2024-07-07,2024-07-13,Trinidad Lake </br> 90.58%
Jul-07-2024 to Jul-13-2024,TX,Lake Worth,76.88,32.80908,-97.4615,1267710,2024-07-07,2024-07-13,Lake Worth </br> 76.88%
Jul-07-2024 to Jul-13-2024,TX,Lake Weatherford,89.82,32.78419,-97.6875,1267786,2024-07-07,2024-07-13,Lake Weatherford </br> 89.82%
Jul-07-2024 to Jul-13-2024,TX,Lake Arlington,64.68,32.70435,-97.2132,1267898,2024-07-07,2024-07-13,Lake Arlington </br> 64.68%
Jul-07-2024 to Jul-13-2024,TX,Benbrook Lake,16.75,32.62671,-97.4682,1267968,2024-07-07,2024-07-13,Benbrook Lake </br> 16.75%
Jul-07-2024 to Jul-13-2024,TX,Mountain Creek Lake,85.2,32.71806,-96.9614,1269548,2024-07-07,2024-07-13,Mountain Creek Lake </br> 85.2%
Jul-07-2024 to Jul-13-2024,TX,Lavon Lake,57.09,33.10404,-96.4712,1291638,2024-07-07,2024-07-13,Lavon Lake </br> 57.09%
Jul-07-2024 to Jul-13-2024,TX,New Terrell City Lake,78.18,32.74228,-96.1728,1296744,2024-07-07,2024-07-13,New Terrell City Lake </br> 78.18%
Jul-07-2024 to Jul-13-2024,TX,Lake Bridgeport,1.37,33.21846,-97.8659,1304891,2024-07-07,2024-07-13,Lake Bridgeport </br> 1.37%
Jul-07-2024 to Jul-13-2024,CO,Green Mountain Reservoir,1.82,39.87126,-106.285,1311881,2024-07-07,2024-07-13,Green Mountain Reservoir </br> 1.82%
Jul-07-2024 to Jul-13-2024,CO,Dillon Reservoir,2.3,39.60147,-106.058,1312051,2024-07-07,2024-07-13,Dillon Reservoir </br> 2.3%
Jul-07-2024 to Jul-13-2024,CO,Taylor Park Reservoir,1.68,38.83539,-106.58,1332558,2024-07-07,2024-07-13,Taylor Park Reservoir </br> 1.68%
Jul-07-2024 to Jul-13-2024,CO,Steamboat Lake,16.02,40.79592,-106.965,1353298,2024-07-07,2024-07-13,Steamboat Lake </br> 16.02%
Jul-07-2024 to Jul-13-2024,UT,Pelican Lake,1.56,40.19259,-109.682,1371518,2024-07-07,2024-07-13,Pelican Lake </br> 1.56%
Jul-07-2024 to Jul-13-2024,AZ,Many Farms Lake,1.41,36.35332,-109.583,1408803,2024-07-07,2024-07-13,Many Farms Lake </br> 1.41%
Jul-07-2024 to Jul-13-2024,TX,Bardwell Lake,73.67,32.28141,-96.6641,1445978,2024-07-07,2024-07-13,Bardwell Lake </br> 73.67%
Jul-07-2024 to Jul-13-2024,TX,Fairfield Lake,4.35,31.79518,-96.062,1454297,2024-07-07,2024-07-13,Fairfield Lake </br> 4.35%
Jul-07-2024 to Jul-13-2024,TX,Houston County Lake,4.85,31.41438,-95.5776,1455553,2024-07-07,2024-07-13,Houston County Lake </br> 4.85%
Jul-07-2024 to Jul-13-2024,TX,Lewis Creek Reservoir,1.09,30.43564,-95.5352,1466524,2024-07-07,2024-07-13,Lewis Creek Reservoir </br> 1.09%
Jul-07-2024 to Jul-13-2024,TX,Sabine Lake,52.85,29.89961,-93.8889,1475947,2024-07-07,2024-07-13,Sabine Lake </br> 52.85%
Jul-07-2024 to Jul-13-2024,TX,Knight Lake,10.56,29.70597,-93.9862,1476649,2024-07-07,2024-07-13,Knight Lake </br> 10.56%
Jul-07-2024 to Jul-13-2024,TX,Sabine Lake,1.24,29.88602,-93.8433,1477365,2024-07-07,2024-07-13,Sabine Lake </br> 1.24%
Jul-07-2024 to Jul-13-2024,TX,Clam Lake,1.91,29.68687,-94.0986,1478803,2024-07-07,2024-07-13,Clam Lake </br> 1.91%
Jul-07-2024 to Jul-13-2024,TX,Woodlands Golf Course Lake,7.89,30.7671,-95.1656,1492358,2024-07-07,2024-07-13,Woodlands Golf Course Lake </br> 7.89%
Jul-07-2024 to Jul-13-2024,TX,Lake Charlotte,81.3,29.868,-94.7257,1514105,2024-07-07,2024-07-13,Lake Charlotte </br> 81.3%
Jul-07-2024 to Jul-13-2024,TX,Lost Lake,61.62,29.85921,-94.7835,1514129,2024-07-07,2024-07-13,Lost Lake </br> 61.62%
Jul-07-2024 to Jul-13-2024,TX,Lake Anahuac,77.14,29.80275,-94.684,1514219,2024-07-07,2024-07-13,Lake Anahuac </br> 77.14%
Jul-07-2024 to Jul-13-2024,TX,Cotton Lake,77.4,29.79816,-94.8073,1514331,2024-07-07,2024-07-13,Cotton Lake </br> 77.4%
Jul-07-2024 to Jul-13-2024,TX,Wet Marsh Pond,3.18,29.77277,-94.8163,1514367,2024-07-07,2024-07-13,Wet Marsh Pond </br> 3.18%
Jul-07-2024 to Jul-13-2024,TX,Robinson Lake,50.81,29.58477,-94.5971,1523391,2024-07-07,2024-07-13,Robinson Lake </br> 50.81%
Jul-07-2024 to Jul-13-2024,TX,Lake Surprise,94.75,29.55322,-94.6808,1523509,2024-07-07,2024-07-13,Lake Surprise </br> 94.75%
Jul-07-2024 to Jul-13-2024,CO,Lake Pueblo,1.11,38.26593,-104.753,1531545,2024-07-07,2024-07-13,Lake Pueblo </br> 1.11%
Jul-07-2024 to Jul-13-2024,TX,Clear Lake,60.15,29.55251,-95.061,1562034,2024-07-07,2024-07-13,Clear Lake </br> 60.15%
Jul-07-2024 to Jul-13-2024,TX,Galveston County Industrial Water Reservoir,17.09,29.4387,-94.9747,1573030,2024-07-07,2024-07-13,Galveston County Industrial Water Reservoir </br> 17.09%
Jul-07-2024 to Jul-13-2024,TX,Oyster Lake,2.86,29.12179,-95.1749,1573668,2024-07-07,2024-07-13,Oyster Lake </br> 2.86%
Jul-07-2024 to Jul-13-2024,TX,Salt Lake,2.73,29.03822,-95.2555,1573900,2024-07-07,2024-07-13,Salt Lake </br> 2.73%
Jul-07-2024 to Jul-13-2024,CO,Adobe Creek Reservoir,53.52,38.26192,-103.246,1593551,2024-07-07,2024-07-13,Adobe Creek Reservoir </br> 53.52%
Jul-07-2024 to Jul-13-2024,CO,Neegronda Reservoir,18.08,38.30302,-102.755,1594371,2024-07-07,2024-07-13,Neegronda Reservoir </br> 18.08%
Jul-07-2024 to Jul-13-2024,CO,Queen Reservoir,72.94,38.29501,-102.65,1594373,2024-07-07,2024-07-13,Queen Reservoir </br> 72.94%
Jul-07-2024 to Jul-13-2024,TX,Cowtrap Lake,7.19,28.85446,-95.5224,1613786,2024-07-07,2024-07-13,Cowtrap Lake </br> 7.19%
Jul-07-2024 to Jul-13-2024,TX,Lake Austin,43.48,28.7926,-95.7929,1613898,2024-07-07,2024-07-13,Lake Austin </br> 43.48%
Jul-07-2024 to Jul-13-2024,ME,Rowe Pond,0.78,46.20594,-69.6062,1698272,2024-07-07,2024-07-13,Rowe Pond </br> 0.78%
Jul-07-2024 to Jul-13-2024,ME,Shallow Lake,49.94,46.22598,-69.4799,1698278,2024-07-07,2024-07-13,Shallow Lake </br> 49.94%
Jul-07-2024 to Jul-13-2024,ME,Umbbazooksus Lake,0.63,46.16857,-69.3775,1698316,2024-07-07,2024-07-13,Umbbazooksus Lake </br> 0.63%
Jul-07-2024 to Jul-13-2024,ME,Loon Lake,1.57,46.14701,-69.6392,1698322,2024-07-07,2024-07-13,Loon Lake </br> 1.57%
Jul-07-2024 to Jul-13-2024,ME,Longley Pond,0.76,46.16018,-69.4388,1698326,2024-07-07,2024-07-13,Longley Pond </br> 0.76%
Jul-07-2024 to Jul-13-2024,ME,Nesowadnehunk Lake,0.63,46.04055,-69.096,1698422,2024-07-07,2024-07-13,Nesowadnehunk Lake </br> 0.63%
Jul-07-2024 to Jul-13-2024,ME,Millinocket Lake,0.56,45.75953,-68.7944,1699384,2024-07-07,2024-07-13,Millinocket Lake </br> 0.56%
Jul-07-2024 to Jul-13-2024,ME,Dolby Pond,0.56,45.65227,-68.6306,1699482,2024-07-07,2024-07-13,Dolby Pond </br> 0.56%
Jul-07-2024 to Jul-13-2024,ME,Upper Jo-Mary Lake,0.34,45.60065,-68.962,1699556,2024-07-07,2024-07-13,Upper Jo-Mary Lake </br> 0.34%
Jul-07-2024 to Jul-13-2024,ME,Mud Pond,0.59,45.96272,-69.2872,1700848,2024-07-07,2024-07-13,Mud Pond </br> 0.59%
Jul-07-2024 to Jul-13-2024,ME,Harrington Lake,0.49,45.93605,-69.1621,1700856,2024-07-07,2024-07-13,Harrington Lake </br> 0.49%
Jul-07-2024 to Jul-13-2024,ME,Seboomook Lake,1.95,45.91353,-69.848,1700864,2024-07-07,2024-07-13,Seboomook Lake </br> 1.95%
Jul-07-2024 to Jul-13-2024,ME,Lobster Lake,0.71,45.85474,-69.5238,1700982,2024-07-07,2024-07-13,Lobster Lake </br> 0.71%
Jul-07-2024 to Jul-13-2024,ME,Ragged Lake,0.85,45.82058,-69.3758,1701002,2024-07-07,2024-07-13,Ragged Lake </br> 0.85%
Jul-07-2024 to Jul-13-2024,ME,Rainbow Lake,0.58,45.82396,-69.1166,1701038,2024-07-07,2024-07-13,Rainbow Lake </br> 0.58%
Jul-07-2024 to Jul-13-2024,ME,Third Debsconeag Lake,0.38,45.75816,-69.0303,1701156,2024-07-07,2024-07-13,Third Debsconeag Lake </br> 0.38%
Jul-07-2024 to Jul-13-2024,ME,Grand Lake Seboeis,0.28,46.29646,-68.6503,1710508,2024-07-07,2024-07-13,Grand Lake Seboeis </br> 0.28%
