date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Aug-11-2024 to Aug-17-2024,CO,Lake Meredith,78.34,38.19088,-103.703,975154,2024-08-11,2024-08-17,Lake Meredith </br> 78.34%
Aug-11-2024 to Aug-17-2024,TX,Lake A,1.13,33.10272,-95.0664,1010018,2024-08-11,2024-08-17,Lake A </br> 1.13%
Aug-11-2024 to Aug-17-2024,TX,Lake Cypress Springs,51.4,33.05924,-95.1886,1010164,2024-08-11,2024-08-17,Lake Cypress Springs </br> 51.4%
Aug-11-2024 to Aug-17-2024,TX,Lake O' the Pines,24.46,32.80087,-94.6107,1010832,2024-08-11,2024-08-17,Lake O' the Pines </br> 24.46%
Aug-11-2024 to Aug-17-2024,ME,Spencer Pond,1.59,45.74255,-69.5687,1021378,2024-08-11,2024-08-17,Spencer Pond </br> 1.59%
Aug-11-2024 to Aug-17-2024,ME,First Roach Pond,1.4,45.65463,-69.3792,1021504,2024-08-11,2024-08-17,First Roach Pond </br> 1.4%
Aug-11-2024 to Aug-17-2024,ME,Mountain View Pond,1.95,45.51955,-69.6901,1021692,2024-08-11,2024-08-17,Mountain View Pond </br> 1.95%
Aug-11-2024 to Aug-17-2024,ME,Long Pond,1.88,45.62674,-70.0871,1023054,2024-08-11,2024-08-17,Long Pond </br> 1.88%
Aug-11-2024 to Aug-17-2024,ME,Wood Pond,1.32,45.61972,-70.2776,1023066,2024-08-11,2024-08-17,Wood Pond </br> 1.32%
Aug-11-2024 to Aug-17-2024,ME,Attean Pond,1.22,45.56945,-70.2854,1023120,2024-08-11,2024-08-17,Attean Pond </br> 1.22%
Aug-11-2024 to Aug-17-2024,ME,Joes Hole,3.61,45.30665,-69.8405,1024266,2024-08-11,2024-08-17,Joes Hole </br> 3.61%
Aug-11-2024 to Aug-17-2024,ME,Fish Pond,1.91,45.40137,-70.2919,1031381,2024-08-11,2024-08-17,Fish Pond </br> 1.91%
Aug-11-2024 to Aug-17-2024,ME,Flagstaff Lake,1.39,45.19867,-70.3081,1031669,2024-08-11,2024-08-17,Flagstaff Lake </br> 1.39%
Aug-11-2024 to Aug-17-2024,ME,West Carry Pond,2.59,45.16877,-70.1111,1031729,2024-08-11,2024-08-17,West Carry Pond </br> 2.59%
Aug-11-2024 to Aug-17-2024,GA,Lake Sinclair,2.14,33.20784,-83.2584,1054153,2024-08-11,2024-08-17,Lake Sinclair </br> 2.14%
Aug-11-2024 to Aug-17-2024,MN,White Bear Lake,1.38,45.0773,-92.9805,1097324,2024-08-11,2024-08-17,White Bear Lake </br> 1.38%
Aug-11-2024 to Aug-17-2024,MN,Coon Lake,2.51,45.30549,-93.1664,1098396,2024-08-11,2024-08-17,Coon Lake </br> 2.51%
Aug-11-2024 to Aug-17-2024,MN,Bald Eagle Lake,27.84,45.11416,-93.0156,1099052,2024-08-11,2024-08-17,Bald Eagle Lake </br> 27.84%
Aug-11-2024 to Aug-17-2024,MN,Lower Lake (Lake Minnetonka),1.69,44.93976,-93.556,1101590,2024-08-11,2024-08-17,Lower Lake (Lake Minnetonka) </br> 1.69%
Aug-11-2024 to Aug-17-2024,MN,West Arm (Lake Minnetonka),76.38,44.94627,-93.6429,1101642,2024-08-11,2024-08-17,West Arm (Lake Minnetonka) </br> 76.38%
Aug-11-2024 to Aug-17-2024,MN,Lake Calhoun,3.5,44.9418,-93.3118,1101684,2024-08-11,2024-08-17,Lake Calhoun </br> 3.5%
Aug-11-2024 to Aug-17-2024,MN,Lake Minnetonka,3.11,44.91341,-93.6393,1101734,2024-08-11,2024-08-17,Lake Minnetonka </br> 3.11%
Aug-11-2024 to Aug-17-2024,TX,B A Steinhagen Lake,3.66,30.85543,-94.1948,1111211,2024-08-11,2024-08-17,B A Steinhagen Lake </br> 3.66%
Aug-11-2024 to Aug-17-2024,TX,Lake Sulphur Springs,6.86,33.17231,-95.629,1122789,2024-08-11,2024-08-17,Lake Sulphur Springs </br> 6.86%
Aug-11-2024 to Aug-17-2024,TX,Wright Patman Lake,52.02,33.27829,-94.2707,1127701,2024-08-11,2024-08-17,Wright Patman Lake </br> 52.02%
Aug-11-2024 to Aug-17-2024,TX,Goss Lake,3.52,33.27757,-94.0697,1127853,2024-08-11,2024-08-17,Goss Lake </br> 3.52%
Aug-11-2024 to Aug-17-2024,TX,River Crest Reservoir,93.55,33.39157,-95.1555,1128997,2024-08-11,2024-08-17,River Crest Reservoir </br> 93.55%
Aug-11-2024 to Aug-17-2024,LA,Black Bayou Lake,1.86,32.91292,-93.95,1135442,2024-08-11,2024-08-17,Black Bayou Lake </br> 1.86%
Aug-11-2024 to Aug-17-2024,TX,Lake Tyler,4.6,32.23912,-95.1512,1147787,2024-08-11,2024-08-17,Lake Tyler </br> 4.6%
Aug-11-2024 to Aug-17-2024,TX,Lake Striker,2.62,31.95969,-94.989,1148575,2024-08-11,2024-08-17,Lake Striker </br> 2.62%
Aug-11-2024 to Aug-17-2024,TX,Lake Nacogdoches,1.9,31.62249,-94.8184,1149471,2024-08-11,2024-08-17,Lake Nacogdoches </br> 1.9%
Aug-11-2024 to Aug-17-2024,TX,Ester Lake,3.52,31.21716,-94.2536,1158647,2024-08-11,2024-08-17,Ester Lake </br> 3.52%
Aug-11-2024 to Aug-17-2024,TX,Kurth Lake,7.4,31.44449,-94.691,1158651,2024-08-11,2024-08-17,Kurth Lake </br> 7.4%
Aug-11-2024 to Aug-17-2024,CO,Williams Fork Reservoir,2.59,40.01526,-106.21,1230577,2024-08-11,2024-08-17,Williams Fork Reservoir </br> 2.59%
Aug-11-2024 to Aug-17-2024,CO,Grand Lake,2.97,40.23162,-105.835,1233435,2024-08-11,2024-08-17,Grand Lake </br> 2.97%
Aug-11-2024 to Aug-17-2024,CO,Lake Granby,1.04,40.15546,-105.849,1233515,2024-08-11,2024-08-17,Lake Granby </br> 1.04%
Aug-11-2024 to Aug-17-2024,TX,White Rock Lake,21.86,32.83606,-96.7226,1259469,2024-08-11,2024-08-17,White Rock Lake </br> 21.86%
Aug-11-2024 to Aug-17-2024,TX,Trinidad Lake,95.02,32.1175,-96.0936,1262105,2024-08-11,2024-08-17,Trinidad Lake </br> 95.02%
Aug-11-2024 to Aug-17-2024,TX,Lake Worth,84.32,32.80908,-97.4615,1267710,2024-08-11,2024-08-17,Lake Worth </br> 84.32%
Aug-11-2024 to Aug-17-2024,TX,Lake Weatherford,94.16,32.78419,-97.6875,1267786,2024-08-11,2024-08-17,Lake Weatherford </br> 94.16%
Aug-11-2024 to Aug-17-2024,TX,Lake Arlington,76.18,32.70435,-97.2132,1267898,2024-08-11,2024-08-17,Lake Arlington </br> 76.18%
Aug-11-2024 to Aug-17-2024,TX,Benbrook Lake,33.84,32.62671,-97.4682,1267968,2024-08-11,2024-08-17,Benbrook Lake </br> 33.84%
Aug-11-2024 to Aug-17-2024,TX,Mountain Creek Lake,91.48,32.71806,-96.9614,1269548,2024-08-11,2024-08-17,Mountain Creek Lake </br> 91.48%
Aug-11-2024 to Aug-17-2024,TX,Lavon Lake,67.4,33.10404,-96.4712,1291638,2024-08-11,2024-08-17,Lavon Lake </br> 67.4%
Aug-11-2024 to Aug-17-2024,TX,New Terrell City Lake,87.52,32.74228,-96.1728,1296744,2024-08-11,2024-08-17,New Terrell City Lake </br> 87.52%
Aug-11-2024 to Aug-17-2024,TX,Lake Bridgeport,2.63,33.21846,-97.8659,1304891,2024-08-11,2024-08-17,Lake Bridgeport </br> 2.63%
Aug-11-2024 to Aug-17-2024,CO,Green Mountain Reservoir,2.81,39.87126,-106.285,1311881,2024-08-11,2024-08-17,Green Mountain Reservoir </br> 2.81%
Aug-11-2024 to Aug-17-2024,CO,Dillon Reservoir,3.48,39.60147,-106.058,1312051,2024-08-11,2024-08-17,Dillon Reservoir </br> 3.48%
Aug-11-2024 to Aug-17-2024,CO,Taylor Park Reservoir,2.74,38.83539,-106.58,1332558,2024-08-11,2024-08-17,Taylor Park Reservoir </br> 2.74%
Aug-11-2024 to Aug-17-2024,CO,Steamboat Lake,32.36,40.79592,-106.965,1353298,2024-08-11,2024-08-17,Steamboat Lake </br> 32.36%
Aug-11-2024 to Aug-17-2024,UT,Pelican Lake,2.7,40.19259,-109.682,1371518,2024-08-11,2024-08-17,Pelican Lake </br> 2.7%
Aug-11-2024 to Aug-17-2024,AZ,Many Farms Lake,9.01,36.35332,-109.583,1408803,2024-08-11,2024-08-17,Many Farms Lake </br> 9.01%
Aug-11-2024 to Aug-17-2024,TX,Bardwell Lake,87.83,32.28141,-96.6641,1445978,2024-08-11,2024-08-17,Bardwell Lake </br> 87.83%
Aug-11-2024 to Aug-17-2024,TX,Fairfield Lake,7.95,31.79518,-96.062,1454297,2024-08-11,2024-08-17,Fairfield Lake </br> 7.95%
Aug-11-2024 to Aug-17-2024,TX,Houston County Lake,8.45,31.41438,-95.5776,1455553,2024-08-11,2024-08-17,Houston County Lake </br> 8.45%
Aug-11-2024 to Aug-17-2024,TX,Lewis Creek Reservoir,1.59,30.43564,-95.5352,1466524,2024-08-11,2024-08-17,Lewis Creek Reservoir </br> 1.59%
Aug-11-2024 to Aug-17-2024,TX,Sabine Lake,70.31,29.89961,-93.8889,1475947,2024-08-11,2024-08-17,Sabine Lake </br> 70.31%
Aug-11-2024 to Aug-17-2024,TX,Knight Lake,23.96,29.70597,-93.9862,1476649,2024-08-11,2024-08-17,Knight Lake </br> 23.96%
Aug-11-2024 to Aug-17-2024,TX,Sabine Lake,2.08,29.88602,-93.8433,1477365,2024-08-11,2024-08-17,Sabine Lake </br> 2.08%
Aug-11-2024 to Aug-17-2024,TX,Clam Lake,3.42,29.68687,-94.0986,1478803,2024-08-11,2024-08-17,Clam Lake </br> 3.42%
Aug-11-2024 to Aug-17-2024,TX,Woodlands Golf Course Lake,14.97,30.7671,-95.1656,1492358,2024-08-11,2024-08-17,Woodlands Golf Course Lake </br> 14.97%
Aug-11-2024 to Aug-17-2024,TX,Lake Charlotte,88.86,29.868,-94.7257,1514105,2024-08-11,2024-08-17,Lake Charlotte </br> 88.86%
Aug-11-2024 to Aug-17-2024,TX,Lost Lake,74.9,29.85921,-94.7835,1514129,2024-08-11,2024-08-17,Lost Lake </br> 74.9%
Aug-11-2024 to Aug-17-2024,TX,Lake Anahuac,84.9,29.80275,-94.684,1514219,2024-08-11,2024-08-17,Lake Anahuac </br> 84.9%
Aug-11-2024 to Aug-17-2024,TX,Cotton Lake,88.93,29.79816,-94.8073,1514331,2024-08-11,2024-08-17,Cotton Lake </br> 88.93%
Aug-11-2024 to Aug-17-2024,TX,Wet Marsh Pond,6.14,29.77277,-94.8163,1514367,2024-08-11,2024-08-17,Wet Marsh Pond </br> 6.14%
Aug-11-2024 to Aug-17-2024,TX,Robinson Lake,60.66,29.58477,-94.5971,1523391,2024-08-11,2024-08-17,Robinson Lake </br> 60.66%
Aug-11-2024 to Aug-17-2024,TX,Lake Surprise,96.24,29.55322,-94.6808,1523509,2024-08-11,2024-08-17,Lake Surprise </br> 96.24%
Aug-11-2024 to Aug-17-2024,CO,Lake Pueblo,1.85,38.26593,-104.753,1531545,2024-08-11,2024-08-17,Lake Pueblo </br> 1.85%
Aug-11-2024 to Aug-17-2024,TX,Clear Lake,75.18,29.55251,-95.061,1562034,2024-08-11,2024-08-17,Clear Lake </br> 75.18%
Aug-11-2024 to Aug-17-2024,TX,Galveston County Industrial Water Reservoir,28.99,29.4387,-94.9747,1573030,2024-08-11,2024-08-17,Galveston County Industrial Water Reservoir </br> 28.99%
Aug-11-2024 to Aug-17-2024,TX,Oyster Lake,3.19,29.12179,-95.1749,1573668,2024-08-11,2024-08-17,Oyster Lake </br> 3.19%
Aug-11-2024 to Aug-17-2024,TX,Salt Lake,6.84,29.03822,-95.2555,1573900,2024-08-11,2024-08-17,Salt Lake </br> 6.84%
Aug-11-2024 to Aug-17-2024,CO,Adobe Creek Reservoir,66.91,38.26192,-103.246,1593551,2024-08-11,2024-08-17,Adobe Creek Reservoir </br> 66.91%
Aug-11-2024 to Aug-17-2024,CO,Neegronda Reservoir,24.2,38.30302,-102.755,1594371,2024-08-11,2024-08-17,Neegronda Reservoir </br> 24.2%
Aug-11-2024 to Aug-17-2024,CO,Queen Reservoir,85.9,38.29501,-102.65,1594373,2024-08-11,2024-08-17,Queen Reservoir </br> 85.9%
Aug-11-2024 to Aug-17-2024,TX,Cowtrap Lake,11.24,28.85446,-95.5224,1613786,2024-08-11,2024-08-17,Cowtrap Lake </br> 11.24%
Aug-11-2024 to Aug-17-2024,TX,Lake Austin,56.24,28.7926,-95.7929,1613898,2024-08-11,2024-08-17,Lake Austin </br> 56.24%
Aug-11-2024 to Aug-17-2024,ME,Rowe Pond,1.58,46.20594,-69.6062,1698272,2024-08-11,2024-08-17,Rowe Pond </br> 1.58%
Aug-11-2024 to Aug-17-2024,ME,Shallow Lake,69.79,46.22598,-69.4799,1698278,2024-08-11,2024-08-17,Shallow Lake </br> 69.79%
Aug-11-2024 to Aug-17-2024,ME,Umbbazooksus Lake,1.11,46.16857,-69.3775,1698316,2024-08-11,2024-08-17,Umbbazooksus Lake </br> 1.11%
Aug-11-2024 to Aug-17-2024,ME,Loon Lake,2.68,46.14701,-69.6392,1698322,2024-08-11,2024-08-17,Loon Lake </br> 2.68%
Aug-11-2024 to Aug-17-2024,ME,Longley Pond,1.68,46.16018,-69.4388,1698326,2024-08-11,2024-08-17,Longley Pond </br> 1.68%
Aug-11-2024 to Aug-17-2024,ME,Nesowadnehunk Lake,1.37,46.04055,-69.096,1698422,2024-08-11,2024-08-17,Nesowadnehunk Lake </br> 1.37%
Aug-11-2024 to Aug-17-2024,ME,Millinocket Lake,1.13,45.75953,-68.7944,1699384,2024-08-11,2024-08-17,Millinocket Lake </br> 1.13%
Aug-11-2024 to Aug-17-2024,ME,Dolby Pond,1.24,45.65227,-68.6306,1699482,2024-08-11,2024-08-17,Dolby Pond </br> 1.24%
Aug-11-2024 to Aug-17-2024,ME,Upper Jo-Mary Lake,0.79,45.60065,-68.962,1699556,2024-08-11,2024-08-17,Upper Jo-Mary Lake </br> 0.79%
Aug-11-2024 to Aug-17-2024,ME,Mud Pond,1.33,45.96272,-69.2872,1700848,2024-08-11,2024-08-17,Mud Pond </br> 1.33%
Aug-11-2024 to Aug-17-2024,ME,Harrington Lake,1.25,45.93605,-69.1621,1700856,2024-08-11,2024-08-17,Harrington Lake </br> 1.25%
Aug-11-2024 to Aug-17-2024,ME,Seboomook Lake,2.99,45.91353,-69.848,1700864,2024-08-11,2024-08-17,Seboomook Lake </br> 2.99%
Aug-11-2024 to Aug-17-2024,ME,Lobster Lake,1.22,45.85474,-69.5238,1700982,2024-08-11,2024-08-17,Lobster Lake </br> 1.22%
Aug-11-2024 to Aug-17-2024,ME,Ragged Lake,1.39,45.82058,-69.3758,1701002,2024-08-11,2024-08-17,Ragged Lake </br> 1.39%
Aug-11-2024 to Aug-17-2024,ME,Rainbow Lake,1.86,45.82396,-69.1166,1701038,2024-08-11,2024-08-17,Rainbow Lake </br> 1.86%
Aug-11-2024 to Aug-17-2024,ME,Third Debsconeag Lake,0.64,45.75816,-69.0303,1701156,2024-08-11,2024-08-17,Third Debsconeag Lake </br> 0.64%
Aug-11-2024 to Aug-17-2024,ME,Grand Lake Seboeis,0.76,46.29646,-68.6503,1710508,2024-08-11,2024-08-17,Grand Lake Seboeis </br> 0.76%
