date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Sep-08-2024 to Sep-14-2024,CO,Chatfield Lake,1.94,39.54464,-105.067,188031,2024-09-08,2024-09-14,Chatfield Lake </br> 1.94%
Sep-08-2024 to Sep-14-2024,TX,Sal del Ray,1.69,26.5372,-98.0564,201345,2024-09-08,2024-09-14,Sal del Ray </br> 1.69%
Sep-08-2024 to Sep-14-2024,TX,La Sal Vieja,1.75,26.53074,-97.8765,202621,2024-09-08,2024-09-14,La Sal Vieja </br> 1.75%
Sep-08-2024 to Sep-14-2024,TX,Unit Number Two,99.95,26.4129,-97.9464,204341,2024-09-08,2024-09-14,Unit Number Two </br> 99.95%
Sep-08-2024 to Sep-14-2024,TX,Laguna Atascosa,13.35,26.23655,-97.3888,204781,2024-09-08,2024-09-14,Laguna Atascosa </br> 13.35%
Sep-08-2024 to Sep-14-2024,TX,Reservoir Number One,99.57,26.0565,-97.7273,205377,2024-09-08,2024-09-14,Reservoir Number One </br> 99.57%
Sep-08-2024 to Sep-14-2024,TX,Resaca de La Palma Reservoir,99.97,25.97196,-97.5511,207611,2024-09-08,2024-09-14,Resaca de La Palma Reservoir </br> 99.97%
Sep-08-2024 to Sep-14-2024,CO,Jackson Reservoir,85.12,40.39189,-104.074,224233,2024-09-08,2024-09-14,Jackson Reservoir </br> 85.12%
Sep-08-2024 to Sep-14-2024,CO,Riverside Reservoir,52.76,40.33816,-104.263,224311,2024-09-08,2024-09-14,Riverside Reservoir </br> 52.76%
Sep-08-2024 to Sep-14-2024,CO,Lower Latham Reservoir,80.91,40.34583,-104.639,224361,2024-09-08,2024-09-14,Lower Latham Reservoir </br> 80.91%
Sep-08-2024 to Sep-14-2024,CO,Empire Reservoir,79.18,40.2678,-104.163,224443,2024-09-08,2024-09-14,Empire Reservoir </br> 79.18%
Sep-08-2024 to Sep-14-2024,CO,Milton Reservoir,46.61,40.2264,-104.642,224573,2024-09-08,2024-09-14,Milton Reservoir </br> 46.61%
Sep-08-2024 to Sep-14-2024,CO,Standley Lake,3.81,39.86374,-105.124,228235,2024-09-08,2024-09-14,Standley Lake </br> 3.81%
Sep-08-2024 to Sep-14-2024,CO,Barr Lake,31.58,39.94319,-104.764,228919,2024-09-08,2024-09-14,Barr Lake </br> 31.58%
Sep-08-2024 to Sep-14-2024,CO,Cherry Creek Lake,12.07,39.64032,-104.855,229217,2024-09-08,2024-09-14,Cherry Creek Lake </br> 12.07%
Sep-08-2024 to Sep-14-2024,OK,Lake Hefner,12.14,35.56682,-97.5951,253350,2024-09-08,2024-09-14,Lake Hefner </br> 12.14%
Sep-08-2024 to Sep-14-2024,MI,Round Lake,2.3,46.15092,-86.7447,271501,2024-09-08,2024-09-14,Round Lake </br> 2.3%
Sep-08-2024 to Sep-14-2024,OK,Shell Lake,64.91,36.19126,-96.1797,368347,2024-09-08,2024-09-14,Shell Lake </br> 64.91%
Sep-08-2024 to Sep-14-2024,OK,Webbers Falls Reservoir,1.81,35.60737,-95.221,381408,2024-09-08,2024-09-14,Webbers Falls Reservoir </br> 1.81%
Sep-08-2024 to Sep-14-2024,OK,Canton Lake,81.37,36.12569,-98.6147,389774,2024-09-08,2024-09-14,Canton Lake </br> 81.37%
Sep-08-2024 to Sep-14-2024,OK,Tenkiller Lake,1.49,35.7169,-94.9482,399680,2024-09-08,2024-09-14,Tenkiller Lake </br> 1.49%
Sep-08-2024 to Sep-14-2024,OK,Tenkiller Ferry Lake,1.91,35.63059,-95.0342,402142,2024-09-08,2024-09-14,Tenkiller Ferry Lake </br> 1.91%
Sep-08-2024 to Sep-14-2024,OK,Lake Murray,2.73,34.07157,-97.0757,423160,2024-09-08,2024-09-14,Lake Murray </br> 2.73%
Sep-08-2024 to Sep-14-2024,OK,Stanley Draper Lake,5.73,35.35016,-97.356,481582,2024-09-08,2024-09-14,Stanley Draper Lake </br> 5.73%
Sep-08-2024 to Sep-14-2024,OK,Lake Thunderbird,65.43,35.23374,-97.2577,481656,2024-09-08,2024-09-14,Lake Thunderbird </br> 65.43%
Sep-08-2024 to Sep-14-2024,OK,Lake McMurtry,18.62,36.18245,-97.1858,491560,2024-09-08,2024-09-14,Lake McMurtry </br> 18.62%
Sep-08-2024 to Sep-14-2024,OK,Lake Carl Blackwell,62.27,36.13618,-97.228,491604,2024-09-08,2024-09-14,Lake Carl Blackwell </br> 62.27%
Sep-08-2024 to Sep-14-2024,OK,Lake McAlester,5.99,35.03047,-95.8296,510415,2024-09-08,2024-09-14,Lake McAlester </br> 5.99%
Sep-08-2024 to Sep-14-2024,OK,S Lake Eufaula,16.49,34.95741,-95.6102,513979,2024-09-08,2024-09-14,S Lake Eufaula </br> 16.49%
Sep-08-2024 to Sep-14-2024,OK,Dripping Springs Lake,2.26,35.56111,-96.1173,534887,2024-09-08,2024-09-14,Dripping Springs Lake </br> 2.26%
Sep-08-2024 to Sep-14-2024,OK,South Lake,1.86,34.0705,-95.4183,592596,2024-09-08,2024-09-14,South Lake </br> 1.86%
Sep-08-2024 to Sep-14-2024,OK,Pine Creek Reservoir,49.19,34.15248,-95.103,617546,2024-09-08,2024-09-14,Pine Creek Reservoir </br> 49.19%
Sep-08-2024 to Sep-14-2024,OK,Broken Bow Lake,1.89,34.21277,-94.6843,630011,2024-09-08,2024-09-14,Broken Bow Lake </br> 1.89%
Sep-08-2024 to Sep-14-2024,OK,Lake Ellsworth,53.51,34.82354,-98.3534,672210,2024-09-08,2024-09-14,Lake Ellsworth </br> 53.51%
Sep-08-2024 to Sep-14-2024,OK,Lake Lawtonka,60.28,34.75722,-98.5078,672260,2024-09-08,2024-09-14,Lake Lawtonka </br> 60.28%
Sep-08-2024 to Sep-14-2024,OK,Fort Cobb Reservoir,70.39,35.19674,-98.483,681831,2024-09-08,2024-09-14,Fort Cobb Reservoir </br> 70.39%
Sep-08-2024 to Sep-14-2024,ME,Long Lake,4.16,46.625,-69.3767,717696,2024-09-08,2024-09-14,Long Lake </br> 4.16%
Sep-08-2024 to Sep-14-2024,ME,Clear Lake,2.79,46.52027,-69.1287,717824,2024-09-08,2024-09-14,Clear Lake </br> 2.79%
Sep-08-2024 to Sep-14-2024,ME,Heron-Churchill Lakes,1.35,46.37289,-69.3412,719480,2024-09-08,2024-09-14,Heron-Churchill Lakes </br> 1.35%
Sep-08-2024 to Sep-14-2024,ME,Pleasant Lake,1.82,46.47316,-69.1799,719490,2024-09-08,2024-09-14,Pleasant Lake </br> 1.82%
Sep-08-2024 to Sep-14-2024,ME,Spider Lake,1.62,46.44826,-69.2087,719500,2024-09-08,2024-09-14,Spider Lake </br> 1.62%
Sep-08-2024 to Sep-14-2024,ME,Haymock Lake,0.93,46.30324,-69.1849,719644,2024-09-08,2024-09-14,Haymock Lake </br> 0.93%
Sep-08-2024 to Sep-14-2024,ME,Indian Pond,0.79,46.25543,-69.2934,719684,2024-09-08,2024-09-14,Indian Pond </br> 0.79%
Sep-08-2024 to Sep-14-2024,ME,Long Lake,1.46,47.20638,-68.241,723898,2024-09-08,2024-09-14,Long Lake </br> 1.46%
Sep-08-2024 to Sep-14-2024,ME,Mud Lake,0.99,47.15382,-68.292,723936,2024-09-08,2024-09-14,Mud Lake </br> 0.99%
Sep-08-2024 to Sep-14-2024,ME,Square Lake,1.48,47.06451,-68.4067,723938,2024-09-08,2024-09-14,Square Lake </br> 1.48%
Sep-08-2024 to Sep-14-2024,ME,Fish River Lake,3.43,46.82865,-68.7736,725058,2024-09-08,2024-09-14,Fish River Lake </br> 3.43%
Sep-08-2024 to Sep-14-2024,ME,Portage Lake,2.83,46.78602,-68.5091,725074,2024-09-08,2024-09-14,Portage Lake </br> 2.83%
Sep-08-2024 to Sep-14-2024,KS,Perry Lake,10.96,39.18347,-95.4522,746373,2024-09-08,2024-09-14,Perry Lake </br> 10.96%
Sep-08-2024 to Sep-14-2024,ME,Madawaska Lake,11.07,47.02536,-68.2131,802433,2024-09-08,2024-09-14,Madawaska Lake </br> 11.07%
Sep-08-2024 to Sep-14-2024,ME,Squapan Lake,3.16,46.54401,-68.2436,803413,2024-09-08,2024-09-14,Squapan Lake </br> 3.16%
Sep-08-2024 to Sep-14-2024,ME,Millinocket Lake,1.05,46.29874,-68.8853,806283,2024-09-08,2024-09-14,Millinocket Lake </br> 1.05%
Sep-08-2024 to Sep-14-2024,ME,Umcolcus Lake,2.16,46.28783,-68.4356,806301,2024-09-08,2024-09-14,Umcolcus Lake </br> 2.16%
Sep-08-2024 to Sep-14-2024,ME,Millimagassett Lake,0.48,46.28425,-68.7835,806311,2024-09-08,2024-09-14,Millimagassett Lake </br> 0.48%
Sep-08-2024 to Sep-14-2024,ME,Meduxnekeag Lake,1.55,46.09414,-68.0295,817877,2024-09-08,2024-09-14,Meduxnekeag Lake </br> 1.55%
Sep-08-2024 to Sep-14-2024,OK,Lake Yahola,16.15,36.22022,-95.9341,847048,2024-09-08,2024-09-14,Lake Yahola </br> 16.15%
Sep-08-2024 to Sep-14-2024,CO,Holbrook Reservoir,40.92,38.06316,-103.61,914071,2024-09-08,2024-09-14,Holbrook Reservoir </br> 40.92%
Sep-08-2024 to Sep-14-2024,CO,Turquoise Lake,3.35,39.26924,-106.383,916247,2024-09-08,2024-09-14,Turquoise Lake </br> 3.35%
Sep-08-2024 to Sep-14-2024,CO,Twin Lakes,1.89,39.08425,-106.333,916361,2024-09-08,2024-09-14,Twin Lakes </br> 1.89%
Sep-08-2024 to Sep-14-2024,CO,Twin Lakes Reservoir,2.29,39.07928,-106.365,916363,2024-09-08,2024-09-14,Twin Lakes Reservoir </br> 2.29%
Sep-08-2024 to Sep-14-2024,CO,Trinidad Lake,1.93,37.13644,-104.576,936750,2024-09-08,2024-09-14,Trinidad Lake </br> 1.93%
Sep-08-2024 to Sep-14-2024,CO,Lake Henry,81.46,38.26428,-103.709,975120,2024-09-08,2024-09-14,Lake Henry </br> 81.46%
Sep-08-2024 to Sep-14-2024,CO,Lake Meredith,78.75,38.19088,-103.703,975154,2024-09-08,2024-09-14,Lake Meredith </br> 78.75%
Sep-08-2024 to Sep-14-2024,TX,Lake A,1.23,33.10272,-95.0664,1010018,2024-09-08,2024-09-14,Lake A </br> 1.23%
Sep-08-2024 to Sep-14-2024,TX,Lake Cypress Springs,53.28,33.05924,-95.1886,1010164,2024-09-08,2024-09-14,Lake Cypress Springs </br> 53.28%
Sep-08-2024 to Sep-14-2024,TX,Lake O' the Pines,24.23,32.80087,-94.6107,1010832,2024-09-08,2024-09-14,Lake O' the Pines </br> 24.23%
Sep-08-2024 to Sep-14-2024,ME,Spencer Pond,1.7,45.74255,-69.5687,1021378,2024-09-08,2024-09-14,Spencer Pond </br> 1.7%
Sep-08-2024 to Sep-14-2024,ME,First Roach Pond,1.56,45.65463,-69.3792,1021504,2024-09-08,2024-09-14,First Roach Pond </br> 1.56%
Sep-08-2024 to Sep-14-2024,ME,Mountain View Pond,2.18,45.51955,-69.6901,1021692,2024-09-08,2024-09-14,Mountain View Pond </br> 2.18%
Sep-08-2024 to Sep-14-2024,ME,Long Pond,2.02,45.62674,-70.0871,1023054,2024-09-08,2024-09-14,Long Pond </br> 2.02%
Sep-08-2024 to Sep-14-2024,ME,Wood Pond,1.44,45.61972,-70.2776,1023066,2024-09-08,2024-09-14,Wood Pond </br> 1.44%
Sep-08-2024 to Sep-14-2024,ME,Attean Pond,1.33,45.56945,-70.2854,1023120,2024-09-08,2024-09-14,Attean Pond </br> 1.33%
Sep-08-2024 to Sep-14-2024,ME,Joes Hole,4.45,45.30665,-69.8405,1024266,2024-09-08,2024-09-14,Joes Hole </br> 4.45%
Sep-08-2024 to Sep-14-2024,ME,Fish Pond,2.51,45.40137,-70.2919,1031381,2024-09-08,2024-09-14,Fish Pond </br> 2.51%
Sep-08-2024 to Sep-14-2024,ME,Flagstaff Lake,1.62,45.19867,-70.3081,1031669,2024-09-08,2024-09-14,Flagstaff Lake </br> 1.62%
Sep-08-2024 to Sep-14-2024,ME,West Carry Pond,3.4,45.16877,-70.1111,1031729,2024-09-08,2024-09-14,West Carry Pond </br> 3.4%
Sep-08-2024 to Sep-14-2024,GA,Lake Sinclair,2.4,33.20784,-83.2584,1054153,2024-09-08,2024-09-14,Lake Sinclair </br> 2.4%
Sep-08-2024 to Sep-14-2024,MN,White Bear Lake,2,45.0773,-92.9805,1097324,2024-09-08,2024-09-14,White Bear Lake </br> 2%
Sep-08-2024 to Sep-14-2024,MN,Coon Lake,3.27,45.30549,-93.1664,1098396,2024-09-08,2024-09-14,Coon Lake </br> 3.27%
Sep-08-2024 to Sep-14-2024,MN,Bald Eagle Lake,35.38,45.11416,-93.0156,1099052,2024-09-08,2024-09-14,Bald Eagle Lake </br> 35.38%
Sep-08-2024 to Sep-14-2024,MN,Lower Lake (Lake Minnetonka),2.09,44.93976,-93.556,1101590,2024-09-08,2024-09-14,Lower Lake (Lake Minnetonka) </br> 2.09%
Sep-08-2024 to Sep-14-2024,MN,West Arm (Lake Minnetonka),80.2,44.94627,-93.6429,1101642,2024-09-08,2024-09-14,West Arm (Lake Minnetonka) </br> 80.2%
Sep-08-2024 to Sep-14-2024,MN,Lake Calhoun,4.7,44.9418,-93.3118,1101684,2024-09-08,2024-09-14,Lake Calhoun </br> 4.7%
Sep-08-2024 to Sep-14-2024,MN,Lake Minnetonka,3.71,44.91341,-93.6393,1101734,2024-09-08,2024-09-14,Lake Minnetonka </br> 3.71%
Sep-08-2024 to Sep-14-2024,TX,B A Steinhagen Lake,3.18,30.85543,-94.1948,1111211,2024-09-08,2024-09-14,B A Steinhagen Lake </br> 3.18%
Sep-08-2024 to Sep-14-2024,TX,Lake Sulphur Springs,7.78,33.17231,-95.629,1122789,2024-09-08,2024-09-14,Lake Sulphur Springs </br> 7.78%
Sep-08-2024 to Sep-14-2024,TX,Wright Patman Lake,51.38,33.27829,-94.2707,1127701,2024-09-08,2024-09-14,Wright Patman Lake </br> 51.38%
Sep-08-2024 to Sep-14-2024,TX,Goss Lake,3.61,33.27757,-94.0697,1127853,2024-09-08,2024-09-14,Goss Lake </br> 3.61%
Sep-08-2024 to Sep-14-2024,TX,River Crest Reservoir,93.66,33.39157,-95.1555,1128997,2024-09-08,2024-09-14,River Crest Reservoir </br> 93.66%
Sep-08-2024 to Sep-14-2024,LA,Black Bayou Lake,1.77,32.91292,-93.95,1135442,2024-09-08,2024-09-14,Black Bayou Lake </br> 1.77%
Sep-08-2024 to Sep-14-2024,TX,Lake Tyler,4.84,32.23912,-95.1512,1147787,2024-09-08,2024-09-14,Lake Tyler </br> 4.84%
Sep-08-2024 to Sep-14-2024,TX,Lake Striker,2.68,31.95969,-94.989,1148575,2024-09-08,2024-09-14,Lake Striker </br> 2.68%
Sep-08-2024 to Sep-14-2024,TX,Lake Nacogdoches,1.89,31.62249,-94.8184,1149471,2024-09-08,2024-09-14,Lake Nacogdoches </br> 1.89%
Sep-08-2024 to Sep-14-2024,TX,Ester Lake,3.33,31.21716,-94.2536,1158647,2024-09-08,2024-09-14,Ester Lake </br> 3.33%
Sep-08-2024 to Sep-14-2024,TX,Kurth Lake,6.9,31.44449,-94.691,1158651,2024-09-08,2024-09-14,Kurth Lake </br> 6.9%
Sep-08-2024 to Sep-14-2024,CO,Williams Fork Reservoir,2.61,40.01526,-106.21,1230577,2024-09-08,2024-09-14,Williams Fork Reservoir </br> 2.61%
Sep-08-2024 to Sep-14-2024,CO,Grand Lake,3.1,40.23162,-105.835,1233435,2024-09-08,2024-09-14,Grand Lake </br> 3.1%
Sep-08-2024 to Sep-14-2024,CO,Lake Granby,1.13,40.15546,-105.849,1233515,2024-09-08,2024-09-14,Lake Granby </br> 1.13%
Sep-08-2024 to Sep-14-2024,TX,White Rock Lake,20.38,32.83606,-96.7226,1259469,2024-09-08,2024-09-14,White Rock Lake </br> 20.38%
Sep-08-2024 to Sep-14-2024,TX,Trinidad Lake,95.6,32.1175,-96.0936,1262105,2024-09-08,2024-09-14,Trinidad Lake </br> 95.6%
Sep-08-2024 to Sep-14-2024,TX,Lake Worth,79.78,32.80908,-97.4615,1267710,2024-09-08,2024-09-14,Lake Worth </br> 79.78%
Sep-08-2024 to Sep-14-2024,TX,Lake Weatherford,91.74,32.78419,-97.6875,1267786,2024-09-08,2024-09-14,Lake Weatherford </br> 91.74%
Sep-08-2024 to Sep-14-2024,TX,Lake Arlington,70.45,32.70435,-97.2132,1267898,2024-09-08,2024-09-14,Lake Arlington </br> 70.45%
Sep-08-2024 to Sep-14-2024,TX,Benbrook Lake,25.34,32.62671,-97.4682,1267968,2024-09-08,2024-09-14,Benbrook Lake </br> 25.34%
Sep-08-2024 to Sep-14-2024,TX,Mountain Creek Lake,90.38,32.71806,-96.9614,1269548,2024-09-08,2024-09-14,Mountain Creek Lake </br> 90.38%
Sep-08-2024 to Sep-14-2024,TX,Lavon Lake,67.21,33.10404,-96.4712,1291638,2024-09-08,2024-09-14,Lavon Lake </br> 67.21%
Sep-08-2024 to Sep-14-2024,TX,New Terrell City Lake,88.36,32.74228,-96.1728,1296744,2024-09-08,2024-09-14,New Terrell City Lake </br> 88.36%
Sep-08-2024 to Sep-14-2024,TX,Lake Bridgeport,2.09,33.21846,-97.8659,1304891,2024-09-08,2024-09-14,Lake Bridgeport </br> 2.09%
Sep-08-2024 to Sep-14-2024,CO,Green Mountain Reservoir,2.94,39.87126,-106.285,1311881,2024-09-08,2024-09-14,Green Mountain Reservoir </br> 2.94%
Sep-08-2024 to Sep-14-2024,CO,Dillon Reservoir,3.71,39.60147,-106.058,1312051,2024-09-08,2024-09-14,Dillon Reservoir </br> 3.71%
Sep-08-2024 to Sep-14-2024,CO,Taylor Park Reservoir,2.99,38.83539,-106.58,1332558,2024-09-08,2024-09-14,Taylor Park Reservoir </br> 2.99%
Sep-08-2024 to Sep-14-2024,CO,Steamboat Lake,32.49,40.79592,-106.965,1353298,2024-09-08,2024-09-14,Steamboat Lake </br> 32.49%
Sep-08-2024 to Sep-14-2024,UT,Pelican Lake,2.69,40.19259,-109.682,1371518,2024-09-08,2024-09-14,Pelican Lake </br> 2.69%
Sep-08-2024 to Sep-14-2024,AZ,Many Farms Lake,9.72,36.35332,-109.583,1408803,2024-09-08,2024-09-14,Many Farms Lake </br> 9.72%
Sep-08-2024 to Sep-14-2024,TX,Bardwell Lake,87.83,32.28141,-96.6641,1445978,2024-09-08,2024-09-14,Bardwell Lake </br> 87.83%
Sep-08-2024 to Sep-14-2024,TX,Fairfield Lake,8.93,31.79518,-96.062,1454297,2024-09-08,2024-09-14,Fairfield Lake </br> 8.93%
Sep-08-2024 to Sep-14-2024,TX,Houston County Lake,9.24,31.41438,-95.5776,1455553,2024-09-08,2024-09-14,Houston County Lake </br> 9.24%
Sep-08-2024 to Sep-14-2024,TX,Lewis Creek Reservoir,1.57,30.43564,-95.5352,1466524,2024-09-08,2024-09-14,Lewis Creek Reservoir </br> 1.57%
Sep-08-2024 to Sep-14-2024,TX,Sabine Lake,66.85,29.89961,-93.8889,1475947,2024-09-08,2024-09-14,Sabine Lake </br> 66.85%
Sep-08-2024 to Sep-14-2024,TX,Knight Lake,16.19,29.70597,-93.9862,1476649,2024-09-08,2024-09-14,Knight Lake </br> 16.19%
Sep-08-2024 to Sep-14-2024,TX,Sabine Lake,1.73,29.88602,-93.8433,1477365,2024-09-08,2024-09-14,Sabine Lake </br> 1.73%
Sep-08-2024 to Sep-14-2024,TX,Clam Lake,2.38,29.68687,-94.0986,1478803,2024-09-08,2024-09-14,Clam Lake </br> 2.38%
Sep-08-2024 to Sep-14-2024,TX,Woodlands Golf Course Lake,13.22,30.7671,-95.1656,1492358,2024-09-08,2024-09-14,Woodlands Golf Course Lake </br> 13.22%
Sep-08-2024 to Sep-14-2024,TX,Lake Charlotte,89.29,29.868,-94.7257,1514105,2024-09-08,2024-09-14,Lake Charlotte </br> 89.29%
Sep-08-2024 to Sep-14-2024,TX,Lost Lake,74.88,29.85921,-94.7835,1514129,2024-09-08,2024-09-14,Lost Lake </br> 74.88%
Sep-08-2024 to Sep-14-2024,TX,Lake Anahuac,85.58,29.80275,-94.684,1514219,2024-09-08,2024-09-14,Lake Anahuac </br> 85.58%
Sep-08-2024 to Sep-14-2024,TX,Cotton Lake,87.8,29.79816,-94.8073,1514331,2024-09-08,2024-09-14,Cotton Lake </br> 87.8%
Sep-08-2024 to Sep-14-2024,TX,Wet Marsh Pond,4.96,29.77277,-94.8163,1514367,2024-09-08,2024-09-14,Wet Marsh Pond </br> 4.96%
Sep-08-2024 to Sep-14-2024,TX,Robinson Lake,44.89,29.58477,-94.5971,1523391,2024-09-08,2024-09-14,Robinson Lake </br> 44.89%
Sep-08-2024 to Sep-14-2024,TX,Lake Surprise,92.6,29.55322,-94.6808,1523509,2024-09-08,2024-09-14,Lake Surprise </br> 92.6%
Sep-08-2024 to Sep-14-2024,CO,Lake Pueblo,1.98,38.26593,-104.753,1531545,2024-09-08,2024-09-14,Lake Pueblo </br> 1.98%
Sep-08-2024 to Sep-14-2024,TX,Clear Lake,71.64,29.55251,-95.061,1562034,2024-09-08,2024-09-14,Clear Lake </br> 71.64%
Sep-08-2024 to Sep-14-2024,TX,Galveston County Industrial Water Reservoir,22.2,29.4387,-94.9747,1573030,2024-09-08,2024-09-14,Galveston County Industrial Water Reservoir </br> 22.2%
Sep-08-2024 to Sep-14-2024,TX,Oyster Lake,1.73,29.12179,-95.1749,1573668,2024-09-08,2024-09-14,Oyster Lake </br> 1.73%
Sep-08-2024 to Sep-14-2024,TX,Salt Lake,3.67,29.03822,-95.2555,1573900,2024-09-08,2024-09-14,Salt Lake </br> 3.67%
Sep-08-2024 to Sep-14-2024,CO,Adobe Creek Reservoir,68,38.26192,-103.246,1593551,2024-09-08,2024-09-14,Adobe Creek Reservoir </br> 68%
Sep-08-2024 to Sep-14-2024,CO,Neegronda Reservoir,25.79,38.30302,-102.755,1594371,2024-09-08,2024-09-14,Neegronda Reservoir </br> 25.79%
Sep-08-2024 to Sep-14-2024,CO,Queen Reservoir,86.91,38.29501,-102.65,1594373,2024-09-08,2024-09-14,Queen Reservoir </br> 86.91%
Sep-08-2024 to Sep-14-2024,TX,Cowtrap Lake,7.26,28.85446,-95.5224,1613786,2024-09-08,2024-09-14,Cowtrap Lake </br> 7.26%
Sep-08-2024 to Sep-14-2024,TX,Lake Austin,49.23,28.7926,-95.7929,1613898,2024-09-08,2024-09-14,Lake Austin </br> 49.23%
Sep-08-2024 to Sep-14-2024,ME,Rowe Pond,1.56,46.20594,-69.6062,1698272,2024-09-08,2024-09-14,Rowe Pond </br> 1.56%
Sep-08-2024 to Sep-14-2024,ME,Shallow Lake,69.22,46.22598,-69.4799,1698278,2024-09-08,2024-09-14,Shallow Lake </br> 69.22%
Sep-08-2024 to Sep-14-2024,ME,Umbbazooksus Lake,1.07,46.16857,-69.3775,1698316,2024-09-08,2024-09-14,Umbbazooksus Lake </br> 1.07%
Sep-08-2024 to Sep-14-2024,ME,Loon Lake,2.78,46.14701,-69.6392,1698322,2024-09-08,2024-09-14,Loon Lake </br> 2.78%
Sep-08-2024 to Sep-14-2024,ME,Longley Pond,1.65,46.16018,-69.4388,1698326,2024-09-08,2024-09-14,Longley Pond </br> 1.65%
Sep-08-2024 to Sep-14-2024,ME,Nesowadnehunk Lake,1.38,46.04055,-69.096,1698422,2024-09-08,2024-09-14,Nesowadnehunk Lake </br> 1.38%
Sep-08-2024 to Sep-14-2024,ME,Millinocket Lake,1.12,45.75953,-68.7944,1699384,2024-09-08,2024-09-14,Millinocket Lake </br> 1.12%
Sep-08-2024 to Sep-14-2024,ME,Dolby Pond,1.25,45.65227,-68.6306,1699482,2024-09-08,2024-09-14,Dolby Pond </br> 1.25%
Sep-08-2024 to Sep-14-2024,ME,Upper Jo-Mary Lake,0.81,45.60065,-68.962,1699556,2024-09-08,2024-09-14,Upper Jo-Mary Lake </br> 0.81%
Sep-08-2024 to Sep-14-2024,ME,Mud Pond,1.33,45.96272,-69.2872,1700848,2024-09-08,2024-09-14,Mud Pond </br> 1.33%
Sep-08-2024 to Sep-14-2024,ME,Harrington Lake,1.27,45.93605,-69.1621,1700856,2024-09-08,2024-09-14,Harrington Lake </br> 1.27%
Sep-08-2024 to Sep-14-2024,ME,Seboomook Lake,3.22,45.91353,-69.848,1700864,2024-09-08,2024-09-14,Seboomook Lake </br> 3.22%
Sep-08-2024 to Sep-14-2024,ME,Lobster Lake,1.29,45.85474,-69.5238,1700982,2024-09-08,2024-09-14,Lobster Lake </br> 1.29%
Sep-08-2024 to Sep-14-2024,ME,Ragged Lake,1.52,45.82058,-69.3758,1701002,2024-09-08,2024-09-14,Ragged Lake </br> 1.52%
Sep-08-2024 to Sep-14-2024,ME,Rainbow Lake,1.89,45.82396,-69.1166,1701038,2024-09-08,2024-09-14,Rainbow Lake </br> 1.89%
Sep-08-2024 to Sep-14-2024,ME,Third Debsconeag Lake,0.65,45.75816,-69.0303,1701156,2024-09-08,2024-09-14,Third Debsconeag Lake </br> 0.65%
Sep-08-2024 to Sep-14-2024,ME,Grand Lake Seboeis,0.7,46.29646,-68.6503,1710508,2024-09-08,2024-09-14,Grand Lake Seboeis </br> 0.7%
