date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Jul-28-2024 to Aug-03-2024,CO,Chatfield Lake,1.64,39.54464,-105.067,188031,2024-07-28,2024-08-03,Chatfield Lake </br> 1.64%
Jul-28-2024 to Aug-03-2024,TX,Sal del Ray,1.09,26.5372,-98.0564,201345,2024-07-28,2024-08-03,Sal del Ray </br> 1.09%
Jul-28-2024 to Aug-03-2024,TX,La Sal Vieja,1.14,26.53074,-97.8765,202621,2024-07-28,2024-08-03,La Sal Vieja </br> 1.14%
Jul-28-2024 to Aug-03-2024,TX,Unit Number Two,99.92,26.4129,-97.9464,204341,2024-07-28,2024-08-03,Unit Number Two </br> 99.92%
Jul-28-2024 to Aug-03-2024,TX,Laguna Atascosa,11.24,26.23655,-97.3888,204781,2024-07-28,2024-08-03,Laguna Atascosa </br> 11.24%
Jul-28-2024 to Aug-03-2024,TX,Reservoir Number One,98.89,26.0565,-97.7273,205377,2024-07-28,2024-08-03,Reservoir Number One </br> 98.89%
Jul-28-2024 to Aug-03-2024,TX,Resaca de La Palma Reservoir,99.94,25.97196,-97.5511,207611,2024-07-28,2024-08-03,Resaca de La Palma Reservoir </br> 99.94%
Jul-28-2024 to Aug-03-2024,CO,Jackson Reservoir,82.59,40.39189,-104.074,224233,2024-07-28,2024-08-03,Jackson Reservoir </br> 82.59%
Jul-28-2024 to Aug-03-2024,CO,Riverside Reservoir,48.72,40.33816,-104.263,224311,2024-07-28,2024-08-03,Riverside Reservoir </br> 48.72%
Jul-28-2024 to Aug-03-2024,CO,Lower Latham Reservoir,78.91,40.34583,-104.639,224361,2024-07-28,2024-08-03,Lower Latham Reservoir </br> 78.91%
Jul-28-2024 to Aug-03-2024,CO,Empire Reservoir,75.68,40.2678,-104.163,224443,2024-07-28,2024-08-03,Empire Reservoir </br> 75.68%
Jul-28-2024 to Aug-03-2024,CO,Milton Reservoir,42.72,40.2264,-104.642,224573,2024-07-28,2024-08-03,Milton Reservoir </br> 42.72%
Jul-28-2024 to Aug-03-2024,CO,Standley Lake,3.39,39.86374,-105.124,228235,2024-07-28,2024-08-03,Standley Lake </br> 3.39%
Jul-28-2024 to Aug-03-2024,CO,Barr Lake,26.9,39.94319,-104.764,228919,2024-07-28,2024-08-03,Barr Lake </br> 26.9%
Jul-28-2024 to Aug-03-2024,CO,Cherry Creek Lake,9.6,39.64032,-104.855,229217,2024-07-28,2024-08-03,Cherry Creek Lake </br> 9.6%
Jul-28-2024 to Aug-03-2024,OK,Lake Hefner,9,35.56682,-97.5951,253350,2024-07-28,2024-08-03,Lake Hefner </br> 9%
Jul-28-2024 to Aug-03-2024,MI,Round Lake,1.78,46.15092,-86.7447,271501,2024-07-28,2024-08-03,Round Lake </br> 1.78%
Jul-28-2024 to Aug-03-2024,OK,Shell Lake,57.56,36.19126,-96.1797,368347,2024-07-28,2024-08-03,Shell Lake </br> 57.56%
Jul-28-2024 to Aug-03-2024,OK,Webbers Falls Reservoir,1.53,35.60737,-95.221,381408,2024-07-28,2024-08-03,Webbers Falls Reservoir </br> 1.53%
Jul-28-2024 to Aug-03-2024,OK,Canton Lake,77.27,36.12569,-98.6147,389774,2024-07-28,2024-08-03,Canton Lake </br> 77.27%
Jul-28-2024 to Aug-03-2024,OK,Tenkiller Lake,1.25,35.7169,-94.9482,399680,2024-07-28,2024-08-03,Tenkiller Lake </br> 1.25%
Jul-28-2024 to Aug-03-2024,OK,Tenkiller Ferry Lake,1.61,35.63059,-95.0342,402142,2024-07-28,2024-08-03,Tenkiller Ferry Lake </br> 1.61%
Jul-28-2024 to Aug-03-2024,OK,Lake Murray,2.31,34.07157,-97.0757,423160,2024-07-28,2024-08-03,Lake Murray </br> 2.31%
Jul-28-2024 to Aug-03-2024,OK,Stanley Draper Lake,4.6,35.35016,-97.356,481582,2024-07-28,2024-08-03,Stanley Draper Lake </br> 4.6%
Jul-28-2024 to Aug-03-2024,OK,Lake Thunderbird,59.81,35.23374,-97.2577,481656,2024-07-28,2024-08-03,Lake Thunderbird </br> 59.81%
Jul-28-2024 to Aug-03-2024,OK,Lake McMurtry,14.33,36.18245,-97.1858,491560,2024-07-28,2024-08-03,Lake McMurtry </br> 14.33%
Jul-28-2024 to Aug-03-2024,OK,Lake Carl Blackwell,54.88,36.13618,-97.228,491604,2024-07-28,2024-08-03,Lake Carl Blackwell </br> 54.88%
Jul-28-2024 to Aug-03-2024,OK,Lake McAlester,4.57,35.03047,-95.8296,510415,2024-07-28,2024-08-03,Lake McAlester </br> 4.57%
Jul-28-2024 to Aug-03-2024,OK,S Lake Eufaula,13.1,34.95741,-95.6102,513979,2024-07-28,2024-08-03,S Lake Eufaula </br> 13.1%
Jul-28-2024 to Aug-03-2024,OK,Dripping Springs Lake,1.79,35.56111,-96.1173,534887,2024-07-28,2024-08-03,Dripping Springs Lake </br> 1.79%
Jul-28-2024 to Aug-03-2024,OK,South Lake,1.51,34.0705,-95.4183,592596,2024-07-28,2024-08-03,South Lake </br> 1.51%
Jul-28-2024 to Aug-03-2024,OK,Pine Creek Reservoir,43.93,34.15248,-95.103,617546,2024-07-28,2024-08-03,Pine Creek Reservoir </br> 43.93%
Jul-28-2024 to Aug-03-2024,OK,Broken Bow Lake,1.63,34.21277,-94.6843,630011,2024-07-28,2024-08-03,Broken Bow Lake </br> 1.63%
Jul-28-2024 to Aug-03-2024,OK,Lake Ellsworth,46.22,34.82354,-98.3534,672210,2024-07-28,2024-08-03,Lake Ellsworth </br> 46.22%
Jul-28-2024 to Aug-03-2024,OK,Lake Lawtonka,55.42,34.75722,-98.5078,672260,2024-07-28,2024-08-03,Lake Lawtonka </br> 55.42%
Jul-28-2024 to Aug-03-2024,OK,Fort Cobb Reservoir,63.93,35.19674,-98.483,681831,2024-07-28,2024-08-03,Fort Cobb Reservoir </br> 63.93%
Jul-28-2024 to Aug-03-2024,ME,Long Lake,3.84,46.625,-69.3767,717696,2024-07-28,2024-08-03,Long Lake </br> 3.84%
Jul-28-2024 to Aug-03-2024,ME,Clear Lake,2.57,46.52027,-69.1287,717824,2024-07-28,2024-08-03,Clear Lake </br> 2.57%
Jul-28-2024 to Aug-03-2024,ME,Heron-Churchill Lakes,1.19,46.37289,-69.3412,719480,2024-07-28,2024-08-03,Heron-Churchill Lakes </br> 1.19%
Jul-28-2024 to Aug-03-2024,ME,Pleasant Lake,1.65,46.47316,-69.1799,719490,2024-07-28,2024-08-03,Pleasant Lake </br> 1.65%
Jul-28-2024 to Aug-03-2024,ME,Spider Lake,1.44,46.44826,-69.2087,719500,2024-07-28,2024-08-03,Spider Lake </br> 1.44%
Jul-28-2024 to Aug-03-2024,ME,Haymock Lake,0.88,46.30324,-69.1849,719644,2024-07-28,2024-08-03,Haymock Lake </br> 0.88%
Jul-28-2024 to Aug-03-2024,ME,Indian Pond,0.74,46.25543,-69.2934,719684,2024-07-28,2024-08-03,Indian Pond </br> 0.74%
Jul-28-2024 to Aug-03-2024,ME,Long Lake,1.22,47.20638,-68.241,723898,2024-07-28,2024-08-03,Long Lake </br> 1.22%
Jul-28-2024 to Aug-03-2024,ME,Mud Lake,0.82,47.15382,-68.292,723936,2024-07-28,2024-08-03,Mud Lake </br> 0.82%
Jul-28-2024 to Aug-03-2024,ME,Square Lake,1.28,47.06451,-68.4067,723938,2024-07-28,2024-08-03,Square Lake </br> 1.28%
Jul-28-2024 to Aug-03-2024,ME,Fish River Lake,3.12,46.82865,-68.7736,725058,2024-07-28,2024-08-03,Fish River Lake </br> 3.12%
Jul-28-2024 to Aug-03-2024,ME,Portage Lake,2.65,46.78602,-68.5091,725074,2024-07-28,2024-08-03,Portage Lake </br> 2.65%
Jul-28-2024 to Aug-03-2024,KS,Perry Lake,9.25,39.18347,-95.4522,746373,2024-07-28,2024-08-03,Perry Lake </br> 9.25%
Jul-28-2024 to Aug-03-2024,ME,Madawaska Lake,9.56,47.02536,-68.2131,802433,2024-07-28,2024-08-03,Madawaska Lake </br> 9.56%
Jul-28-2024 to Aug-03-2024,ME,Squapan Lake,2.92,46.54401,-68.2436,803413,2024-07-28,2024-08-03,Squapan Lake </br> 2.92%
Jul-28-2024 to Aug-03-2024,ME,Millinocket Lake,1,46.29874,-68.8853,806283,2024-07-28,2024-08-03,Millinocket Lake </br> 1%
Jul-28-2024 to Aug-03-2024,ME,Umcolcus Lake,1.97,46.28783,-68.4356,806301,2024-07-28,2024-08-03,Umcolcus Lake </br> 1.97%
Jul-28-2024 to Aug-03-2024,ME,Millimagassett Lake,0.45,46.28425,-68.7835,806311,2024-07-28,2024-08-03,Millimagassett Lake </br> 0.45%
Jul-28-2024 to Aug-03-2024,ME,Meduxnekeag Lake,1.34,46.09414,-68.0295,817877,2024-07-28,2024-08-03,Meduxnekeag Lake </br> 1.34%
Jul-28-2024 to Aug-03-2024,OK,Lake Yahola,12.83,36.22022,-95.9341,847048,2024-07-28,2024-08-03,Lake Yahola </br> 12.83%
Jul-28-2024 to Aug-03-2024,CO,Holbrook Reservoir,36.03,38.06316,-103.61,914071,2024-07-28,2024-08-03,Holbrook Reservoir </br> 36.03%
Jul-28-2024 to Aug-03-2024,CO,Turquoise Lake,2.98,39.26924,-106.383,916247,2024-07-28,2024-08-03,Turquoise Lake </br> 2.98%
Jul-28-2024 to Aug-03-2024,CO,Twin Lakes,1.62,39.08425,-106.333,916361,2024-07-28,2024-08-03,Twin Lakes </br> 1.62%
Jul-28-2024 to Aug-03-2024,CO,Twin Lakes Reservoir,1.97,39.07928,-106.365,916363,2024-07-28,2024-08-03,Twin Lakes Reservoir </br> 1.97%
Jul-28-2024 to Aug-03-2024,CO,Trinidad Lake,1.47,37.13644,-104.576,936750,2024-07-28,2024-08-03,Trinidad Lake </br> 1.47%
Jul-28-2024 to Aug-03-2024,CO,Lake Henry,78.06,38.26428,-103.709,975120,2024-07-28,2024-08-03,Lake Henry </br> 78.06%
Jul-28-2024 to Aug-03-2024,CO,Lake Meredith,75.4,38.19088,-103.703,975154,2024-07-28,2024-08-03,Lake Meredith </br> 75.4%
Jul-28-2024 to Aug-03-2024,TX,Lake A,0.89,33.10272,-95.0664,1010018,2024-07-28,2024-08-03,Lake A </br> 0.89%
Jul-28-2024 to Aug-03-2024,TX,Lake Cypress Springs,45.55,33.05924,-95.1886,1010164,2024-07-28,2024-08-03,Lake Cypress Springs </br> 45.55%
Jul-28-2024 to Aug-03-2024,TX,Lake O' the Pines,19.13,32.80087,-94.6107,1010832,2024-07-28,2024-08-03,Lake O' the Pines </br> 19.13%
Jul-28-2024 to Aug-03-2024,ME,Spencer Pond,1.46,45.74255,-69.5687,1021378,2024-07-28,2024-08-03,Spencer Pond </br> 1.46%
Jul-28-2024 to Aug-03-2024,ME,First Roach Pond,1.41,45.65463,-69.3792,1021504,2024-07-28,2024-08-03,First Roach Pond </br> 1.41%
Jul-28-2024 to Aug-03-2024,ME,Mountain View Pond,1.88,45.51955,-69.6901,1021692,2024-07-28,2024-08-03,Mountain View Pond </br> 1.88%
Jul-28-2024 to Aug-03-2024,ME,Long Pond,1.85,45.62674,-70.0871,1023054,2024-07-28,2024-08-03,Long Pond </br> 1.85%
Jul-28-2024 to Aug-03-2024,ME,Wood Pond,1.27,45.61972,-70.2776,1023066,2024-07-28,2024-08-03,Wood Pond </br> 1.27%
Jul-28-2024 to Aug-03-2024,ME,Attean Pond,1.18,45.56945,-70.2854,1023120,2024-07-28,2024-08-03,Attean Pond </br> 1.18%
Jul-28-2024 to Aug-03-2024,ME,Joes Hole,3.9,45.30665,-69.8405,1024266,2024-07-28,2024-08-03,Joes Hole </br> 3.9%
Jul-28-2024 to Aug-03-2024,ME,Fish Pond,2.13,45.40137,-70.2919,1031381,2024-07-28,2024-08-03,Fish Pond </br> 2.13%
Jul-28-2024 to Aug-03-2024,ME,Flagstaff Lake,1.39,45.19867,-70.3081,1031669,2024-07-28,2024-08-03,Flagstaff Lake </br> 1.39%
Jul-28-2024 to Aug-03-2024,ME,West Carry Pond,2.52,45.16877,-70.1111,1031729,2024-07-28,2024-08-03,West Carry Pond </br> 2.52%
Jul-28-2024 to Aug-03-2024,GA,Lake Sinclair,1.7,33.20784,-83.2584,1054153,2024-07-28,2024-08-03,Lake Sinclair </br> 1.7%
Jul-28-2024 to Aug-03-2024,MN,White Bear Lake,1.38,45.0773,-92.9805,1097324,2024-07-28,2024-08-03,White Bear Lake </br> 1.38%
Jul-28-2024 to Aug-03-2024,MN,Coon Lake,2.41,45.30549,-93.1664,1098396,2024-07-28,2024-08-03,Coon Lake </br> 2.41%
Jul-28-2024 to Aug-03-2024,MN,Bald Eagle Lake,28.31,45.11416,-93.0156,1099052,2024-07-28,2024-08-03,Bald Eagle Lake </br> 28.31%
Jul-28-2024 to Aug-03-2024,MN,Lower Lake (Lake Minnetonka),1.81,44.93976,-93.556,1101590,2024-07-28,2024-08-03,Lower Lake (Lake Minnetonka) </br> 1.81%
Jul-28-2024 to Aug-03-2024,MN,West Arm (Lake Minnetonka),77.57,44.94627,-93.6429,1101642,2024-07-28,2024-08-03,West Arm (Lake Minnetonka) </br> 77.57%
Jul-28-2024 to Aug-03-2024,MN,Lake Calhoun,3.55,44.9418,-93.3118,1101684,2024-07-28,2024-08-03,Lake Calhoun </br> 3.55%
Jul-28-2024 to Aug-03-2024,MN,Lake Minnetonka,3.14,44.91341,-93.6393,1101734,2024-07-28,2024-08-03,Lake Minnetonka </br> 3.14%
Jul-28-2024 to Aug-03-2024,TX,B A Steinhagen Lake,1.54,30.85543,-94.1948,1111211,2024-07-28,2024-08-03,B A Steinhagen Lake </br> 1.54%
Jul-28-2024 to Aug-03-2024,TX,Lake Sulphur Springs,5.3,33.17231,-95.629,1122789,2024-07-28,2024-08-03,Lake Sulphur Springs </br> 5.3%
Jul-28-2024 to Aug-03-2024,TX,Wright Patman Lake,43.35,33.27829,-94.2707,1127701,2024-07-28,2024-08-03,Wright Patman Lake </br> 43.35%
Jul-28-2024 to Aug-03-2024,TX,Goss Lake,2.38,33.27757,-94.0697,1127853,2024-07-28,2024-08-03,Goss Lake </br> 2.38%
Jul-28-2024 to Aug-03-2024,TX,River Crest Reservoir,91.5,33.39157,-95.1555,1128997,2024-07-28,2024-08-03,River Crest Reservoir </br> 91.5%
Jul-28-2024 to Aug-03-2024,LA,Black Bayou Lake,1.22,32.91292,-93.95,1135442,2024-07-28,2024-08-03,Black Bayou Lake </br> 1.22%
Jul-28-2024 to Aug-03-2024,TX,Lake Tyler,2.95,32.23912,-95.1512,1147787,2024-07-28,2024-08-03,Lake Tyler </br> 2.95%
Jul-28-2024 to Aug-03-2024,TX,Lake Striker,1.94,31.95969,-94.989,1148575,2024-07-28,2024-08-03,Lake Striker </br> 1.94%
Jul-28-2024 to Aug-03-2024,TX,Lake Nacogdoches,1.16,31.62249,-94.8184,1149471,2024-07-28,2024-08-03,Lake Nacogdoches </br> 1.16%
Jul-28-2024 to Aug-03-2024,TX,Ester Lake,1.95,31.21716,-94.2536,1158647,2024-07-28,2024-08-03,Ester Lake </br> 1.95%
Jul-28-2024 to Aug-03-2024,TX,Kurth Lake,4.07,31.44449,-94.691,1158651,2024-07-28,2024-08-03,Kurth Lake </br> 4.07%
Jul-28-2024 to Aug-03-2024,CO,Williams Fork Reservoir,2.32,40.01526,-106.21,1230577,2024-07-28,2024-08-03,Williams Fork Reservoir </br> 2.32%
Jul-28-2024 to Aug-03-2024,CO,Grand Lake,2.6,40.23162,-105.835,1233435,2024-07-28,2024-08-03,Grand Lake </br> 2.6%
Jul-28-2024 to Aug-03-2024,CO,Lake Granby,0.9,40.15546,-105.849,1233515,2024-07-28,2024-08-03,Lake Granby </br> 0.9%
Jul-28-2024 to Aug-03-2024,TX,White Rock Lake,16.99,32.83606,-96.7226,1259469,2024-07-28,2024-08-03,White Rock Lake </br> 16.99%
Jul-28-2024 to Aug-03-2024,TX,Trinidad Lake,92.39,32.1175,-96.0936,1262105,2024-07-28,2024-08-03,Trinidad Lake </br> 92.39%
Jul-28-2024 to Aug-03-2024,TX,Lake Worth,81.03,32.80908,-97.4615,1267710,2024-07-28,2024-08-03,Lake Worth </br> 81.03%
Jul-28-2024 to Aug-03-2024,TX,Lake Weatherford,91.96,32.78419,-97.6875,1267786,2024-07-28,2024-08-03,Lake Weatherford </br> 91.96%
Jul-28-2024 to Aug-03-2024,TX,Lake Arlington,71.43,32.70435,-97.2132,1267898,2024-07-28,2024-08-03,Lake Arlington </br> 71.43%
Jul-28-2024 to Aug-03-2024,TX,Benbrook Lake,27.89,32.62671,-97.4682,1267968,2024-07-28,2024-08-03,Benbrook Lake </br> 27.89%
Jul-28-2024 to Aug-03-2024,TX,Mountain Creek Lake,88.68,32.71806,-96.9614,1269548,2024-07-28,2024-08-03,Mountain Creek Lake </br> 88.68%
Jul-28-2024 to Aug-03-2024,TX,Lavon Lake,62.32,33.10404,-96.4712,1291638,2024-07-28,2024-08-03,Lavon Lake </br> 62.32%
Jul-28-2024 to Aug-03-2024,TX,New Terrell City Lake,81.22,32.74228,-96.1728,1296744,2024-07-28,2024-08-03,New Terrell City Lake </br> 81.22%
Jul-28-2024 to Aug-03-2024,TX,Lake Bridgeport,2.33,33.21846,-97.8659,1304891,2024-07-28,2024-08-03,Lake Bridgeport </br> 2.33%
Jul-28-2024 to Aug-03-2024,CO,Green Mountain Reservoir,2.63,39.87126,-106.285,1311881,2024-07-28,2024-08-03,Green Mountain Reservoir </br> 2.63%
Jul-28-2024 to Aug-03-2024,CO,Dillon Reservoir,3.31,39.60147,-106.058,1312051,2024-07-28,2024-08-03,Dillon Reservoir </br> 3.31%
Jul-28-2024 to Aug-03-2024,CO,Taylor Park Reservoir,2.56,38.83539,-106.58,1332558,2024-07-28,2024-08-03,Taylor Park Reservoir </br> 2.56%
Jul-28-2024 to Aug-03-2024,CO,Steamboat Lake,28.05,40.79592,-106.965,1353298,2024-07-28,2024-08-03,Steamboat Lake </br> 28.05%
Jul-28-2024 to Aug-03-2024,UT,Pelican Lake,2.43,40.19259,-109.682,1371518,2024-07-28,2024-08-03,Pelican Lake </br> 2.43%
Jul-28-2024 to Aug-03-2024,AZ,Many Farms Lake,8.45,36.35332,-109.583,1408803,2024-07-28,2024-08-03,Many Farms Lake </br> 8.45%
Jul-28-2024 to Aug-03-2024,TX,Bardwell Lake,83.76,32.28141,-96.6641,1445978,2024-07-28,2024-08-03,Bardwell Lake </br> 83.76%
Jul-28-2024 to Aug-03-2024,TX,Fairfield Lake,5.22,31.79518,-96.062,1454297,2024-07-28,2024-08-03,Fairfield Lake </br> 5.22%
Jul-28-2024 to Aug-03-2024,TX,Houston County Lake,5.59,31.41438,-95.5776,1455553,2024-07-28,2024-08-03,Houston County Lake </br> 5.59%
Jul-28-2024 to Aug-03-2024,TX,Lewis Creek Reservoir,0.65,30.43564,-95.5352,1466524,2024-07-28,2024-08-03,Lewis Creek Reservoir </br> 0.65%
Jul-28-2024 to Aug-03-2024,TX,Sabine Lake,48.03,29.89961,-93.8889,1475947,2024-07-28,2024-08-03,Sabine Lake </br> 48.03%
Jul-28-2024 to Aug-03-2024,TX,Knight Lake,9.3,29.70597,-93.9862,1476649,2024-07-28,2024-08-03,Knight Lake </br> 9.3%
Jul-28-2024 to Aug-03-2024,TX,Sabine Lake,0.83,29.88602,-93.8433,1477365,2024-07-28,2024-08-03,Sabine Lake </br> 0.83%
Jul-28-2024 to Aug-03-2024,TX,Clam Lake,1.35,29.68687,-94.0986,1478803,2024-07-28,2024-08-03,Clam Lake </br> 1.35%
Jul-28-2024 to Aug-03-2024,TX,Woodlands Golf Course Lake,6.35,30.7671,-95.1656,1492358,2024-07-28,2024-08-03,Woodlands Golf Course Lake </br> 6.35%
Jul-28-2024 to Aug-03-2024,TX,Lake Charlotte,76.22,29.868,-94.7257,1514105,2024-07-28,2024-08-03,Lake Charlotte </br> 76.22%
Jul-28-2024 to Aug-03-2024,TX,Lost Lake,50.57,29.85921,-94.7835,1514129,2024-07-28,2024-08-03,Lost Lake </br> 50.57%
Jul-28-2024 to Aug-03-2024,TX,Lake Anahuac,71.95,29.80275,-94.684,1514219,2024-07-28,2024-08-03,Lake Anahuac </br> 71.95%
Jul-28-2024 to Aug-03-2024,TX,Cotton Lake,70.78,29.79816,-94.8073,1514331,2024-07-28,2024-08-03,Cotton Lake </br> 70.78%
Jul-28-2024 to Aug-03-2024,TX,Wet Marsh Pond,1.96,29.77277,-94.8163,1514367,2024-07-28,2024-08-03,Wet Marsh Pond </br> 1.96%
Jul-28-2024 to Aug-03-2024,TX,Robinson Lake,34.92,29.58477,-94.5971,1523391,2024-07-28,2024-08-03,Robinson Lake </br> 34.92%
Jul-28-2024 to Aug-03-2024,TX,Lake Surprise,88.52,29.55322,-94.6808,1523509,2024-07-28,2024-08-03,Lake Surprise </br> 88.52%
Jul-28-2024 to Aug-03-2024,CO,Lake Pueblo,1.53,38.26593,-104.753,1531545,2024-07-28,2024-08-03,Lake Pueblo </br> 1.53%
Jul-28-2024 to Aug-03-2024,TX,Clear Lake,53.11,29.55251,-95.061,1562034,2024-07-28,2024-08-03,Clear Lake </br> 53.11%
Jul-28-2024 to Aug-03-2024,TX,Galveston County Industrial Water Reservoir,9.06,29.4387,-94.9747,1573030,2024-07-28,2024-08-03,Galveston County Industrial Water Reservoir </br> 9.06%
Jul-28-2024 to Aug-03-2024,TX,Oyster Lake,1.05,29.12179,-95.1749,1573668,2024-07-28,2024-08-03,Oyster Lake </br> 1.05%
Jul-28-2024 to Aug-03-2024,TX,Salt Lake,2.03,29.03822,-95.2555,1573900,2024-07-28,2024-08-03,Salt Lake </br> 2.03%
Jul-28-2024 to Aug-03-2024,CO,Adobe Creek Reservoir,62.28,38.26192,-103.246,1593551,2024-07-28,2024-08-03,Adobe Creek Reservoir </br> 62.28%
Jul-28-2024 to Aug-03-2024,CO,Neegronda Reservoir,20.71,38.30302,-102.755,1594371,2024-07-28,2024-08-03,Neegronda Reservoir </br> 20.71%
Jul-28-2024 to Aug-03-2024,CO,Queen Reservoir,84.03,38.29501,-102.65,1594373,2024-07-28,2024-08-03,Queen Reservoir </br> 84.03%
Jul-28-2024 to Aug-03-2024,TX,Cowtrap Lake,4.86,28.85446,-95.5224,1613786,2024-07-28,2024-08-03,Cowtrap Lake </br> 4.86%
Jul-28-2024 to Aug-03-2024,TX,Lake Austin,30.23,28.7926,-95.7929,1613898,2024-07-28,2024-08-03,Lake Austin </br> 30.23%
Jul-28-2024 to Aug-03-2024,ME,Rowe Pond,1.45,46.20594,-69.6062,1698272,2024-07-28,2024-08-03,Rowe Pond </br> 1.45%
Jul-28-2024 to Aug-03-2024,ME,Shallow Lake,66.72,46.22598,-69.4799,1698278,2024-07-28,2024-08-03,Shallow Lake </br> 66.72%
Jul-28-2024 to Aug-03-2024,ME,Umbbazooksus Lake,1.05,46.16857,-69.3775,1698316,2024-07-28,2024-08-03,Umbbazooksus Lake </br> 1.05%
Jul-28-2024 to Aug-03-2024,ME,Loon Lake,2.57,46.14701,-69.6392,1698322,2024-07-28,2024-08-03,Loon Lake </br> 2.57%
Jul-28-2024 to Aug-03-2024,ME,Longley Pond,1.54,46.16018,-69.4388,1698326,2024-07-28,2024-08-03,Longley Pond </br> 1.54%
Jul-28-2024 to Aug-03-2024,ME,Nesowadnehunk Lake,1.2,46.04055,-69.096,1698422,2024-07-28,2024-08-03,Nesowadnehunk Lake </br> 1.2%
Jul-28-2024 to Aug-03-2024,ME,Millinocket Lake,1.01,45.75953,-68.7944,1699384,2024-07-28,2024-08-03,Millinocket Lake </br> 1.01%
Jul-28-2024 to Aug-03-2024,ME,Dolby Pond,1.1,45.65227,-68.6306,1699482,2024-07-28,2024-08-03,Dolby Pond </br> 1.1%
Jul-28-2024 to Aug-03-2024,ME,Upper Jo-Mary Lake,0.75,45.60065,-68.962,1699556,2024-07-28,2024-08-03,Upper Jo-Mary Lake </br> 0.75%
Jul-28-2024 to Aug-03-2024,ME,Mud Pond,1.18,45.96272,-69.2872,1700848,2024-07-28,2024-08-03,Mud Pond </br> 1.18%
Jul-28-2024 to Aug-03-2024,ME,Harrington Lake,1.08,45.93605,-69.1621,1700856,2024-07-28,2024-08-03,Harrington Lake </br> 1.08%
Jul-28-2024 to Aug-03-2024,ME,Seboomook Lake,2.96,45.91353,-69.848,1700864,2024-07-28,2024-08-03,Seboomook Lake </br> 2.96%
Jul-28-2024 to Aug-03-2024,ME,Lobster Lake,1.12,45.85474,-69.5238,1700982,2024-07-28,2024-08-03,Lobster Lake </br> 1.12%
Jul-28-2024 to Aug-03-2024,ME,Ragged Lake,1.27,45.82058,-69.3758,1701002,2024-07-28,2024-08-03,Ragged Lake </br> 1.27%
Jul-28-2024 to Aug-03-2024,ME,Rainbow Lake,1.61,45.82396,-69.1166,1701038,2024-07-28,2024-08-03,Rainbow Lake </br> 1.61%
Jul-28-2024 to Aug-03-2024,ME,Third Debsconeag Lake,0.6,45.75816,-69.0303,1701156,2024-07-28,2024-08-03,Third Debsconeag Lake </br> 0.6%
Jul-28-2024 to Aug-03-2024,ME,Grand Lake Seboeis,0.63,46.29646,-68.6503,1710508,2024-07-28,2024-08-03,Grand Lake Seboeis </br> 0.63%
