date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Oct-20-2024 to Oct-26-2024,CO,Jackson Reservoir,62.87,40.39189,-104.074,224233,2024-10-20,2024-10-26,Jackson Reservoir </br> 62.87%
Oct-20-2024 to Oct-26-2024,CO,Riverside Reservoir,24.7,40.33816,-104.263,224311,2024-10-20,2024-10-26,Riverside Reservoir </br> 24.7%
Oct-20-2024 to Oct-26-2024,CO,Lower Latham Reservoir,57.56,40.34583,-104.639,224361,2024-10-20,2024-10-26,Lower Latham Reservoir </br> 57.56%
Oct-20-2024 to Oct-26-2024,CO,Empire Reservoir,52.15,40.2678,-104.163,224443,2024-10-20,2024-10-26,Empire Reservoir </br> 52.15%
Oct-20-2024 to Oct-26-2024,CO,Milton Reservoir,20.82,40.2264,-104.642,224573,2024-10-20,2024-10-26,Milton Reservoir </br> 20.82%
Oct-20-2024 to Oct-26-2024,CO,Standley Lake,2.05,39.86374,-105.124,228235,2024-10-20,2024-10-26,Standley Lake </br> 2.05%
Oct-20-2024 to Oct-26-2024,CO,Barr Lake,12.17,39.94319,-104.764,228919,2024-10-20,2024-10-26,Barr Lake </br> 12.17%
Oct-20-2024 to Oct-26-2024,CO,Cherry Creek Lake,4.31,39.64032,-104.855,229217,2024-10-20,2024-10-26,Cherry Creek Lake </br> 4.31%
Oct-20-2024 to Oct-26-2024,OK,Lake Hefner,3.86,35.56682,-97.5951,253350,2024-10-20,2024-10-26,Lake Hefner </br> 3.86%
Oct-20-2024 to Oct-26-2024,MI,Round Lake,0.56,46.15092,-86.7447,271501,2024-10-20,2024-10-26,Round Lake </br> 0.56%
Oct-20-2024 to Oct-26-2024,OK,Shell Lake,34.73,36.19126,-96.1797,368347,2024-10-20,2024-10-26,Shell Lake </br> 34.73%
Oct-20-2024 to Oct-26-2024,OK,Webbers Falls Reservoir,0.71,35.60737,-95.221,381408,2024-10-20,2024-10-26,Webbers Falls Reservoir </br> 0.71%
Oct-20-2024 to Oct-26-2024,OK,Canton Lake,55.23,36.12569,-98.6147,389774,2024-10-20,2024-10-26,Canton Lake </br> 55.23%
Oct-20-2024 to Oct-26-2024,OK,Tenkiller Lake,0.5,35.7169,-94.9482,399680,2024-10-20,2024-10-26,Tenkiller Lake </br> 0.5%
Oct-20-2024 to Oct-26-2024,OK,Tenkiller Ferry Lake,0.61,35.63059,-95.0342,402142,2024-10-20,2024-10-26,Tenkiller Ferry Lake </br> 0.61%
Oct-20-2024 to Oct-26-2024,OK,Lake Murray,1.2,34.07157,-97.0757,423160,2024-10-20,2024-10-26,Lake Murray </br> 1.2%
Oct-20-2024 to Oct-26-2024,OK,Stanley Draper Lake,1.8,35.35016,-97.356,481582,2024-10-20,2024-10-26,Stanley Draper Lake </br> 1.8%
Oct-20-2024 to Oct-26-2024,OK,Lake Thunderbird,36.39,35.23374,-97.2577,481656,2024-10-20,2024-10-26,Lake Thunderbird </br> 36.39%
Oct-20-2024 to Oct-26-2024,OK,Lake McMurtry,5.87,36.18245,-97.1858,491560,2024-10-20,2024-10-26,Lake McMurtry </br> 5.87%
Oct-20-2024 to Oct-26-2024,OK,Lake Carl Blackwell,31.41,36.13618,-97.228,491604,2024-10-20,2024-10-26,Lake Carl Blackwell </br> 31.41%
Oct-20-2024 to Oct-26-2024,OK,Lake McAlester,1.87,35.03047,-95.8296,510415,2024-10-20,2024-10-26,Lake McAlester </br> 1.87%
Oct-20-2024 to Oct-26-2024,OK,S Lake Eufaula,5.41,34.95741,-95.6102,513979,2024-10-20,2024-10-26,S Lake Eufaula </br> 5.41%
Oct-20-2024 to Oct-26-2024,OK,Dripping Springs Lake,0.8,35.56111,-96.1173,534887,2024-10-20,2024-10-26,Dripping Springs Lake </br> 0.8%
Oct-20-2024 to Oct-26-2024,OK,South Lake,0.65,34.0705,-95.4183,592596,2024-10-20,2024-10-26,South Lake </br> 0.65%
Oct-20-2024 to Oct-26-2024,OK,Pine Creek Reservoir,23.22,34.15248,-95.103,617546,2024-10-20,2024-10-26,Pine Creek Reservoir </br> 23.22%
Oct-20-2024 to Oct-26-2024,OK,Broken Bow Lake,0.76,34.21277,-94.6843,630011,2024-10-20,2024-10-26,Broken Bow Lake </br> 0.76%
Oct-20-2024 to Oct-26-2024,OK,Lake Ellsworth,25.7,34.82354,-98.3534,672210,2024-10-20,2024-10-26,Lake Ellsworth </br> 25.7%
Oct-20-2024 to Oct-26-2024,OK,Lake Lawtonka,32.15,34.75722,-98.5078,672260,2024-10-20,2024-10-26,Lake Lawtonka </br> 32.15%
Oct-20-2024 to Oct-26-2024,OK,Fort Cobb Reservoir,40.49,35.19674,-98.483,681831,2024-10-20,2024-10-26,Fort Cobb Reservoir </br> 40.49%
Oct-20-2024 to Oct-26-2024,ME,Long Lake,1.99,46.625,-69.3767,717696,2024-10-20,2024-10-26,Long Lake </br> 1.99%
Oct-20-2024 to Oct-26-2024,ME,Clear Lake,1.41,46.52027,-69.1287,717824,2024-10-20,2024-10-26,Clear Lake </br> 1.41%
Oct-20-2024 to Oct-26-2024,ME,Heron-Churchill Lakes,0.46,46.37289,-69.3412,719480,2024-10-20,2024-10-26,Heron-Churchill Lakes </br> 0.46%
Oct-20-2024 to Oct-26-2024,ME,Pleasant Lake,0.78,46.47316,-69.1799,719490,2024-10-20,2024-10-26,Pleasant Lake </br> 0.78%
Oct-20-2024 to Oct-26-2024,ME,Spider Lake,0.66,46.44826,-69.2087,719500,2024-10-20,2024-10-26,Spider Lake </br> 0.66%
Oct-20-2024 to Oct-26-2024,ME,Haymock Lake,0.34,46.30324,-69.1849,719644,2024-10-20,2024-10-26,Haymock Lake </br> 0.34%
Oct-20-2024 to Oct-26-2024,ME,Indian Pond,0.21,46.25543,-69.2934,719684,2024-10-20,2024-10-26,Indian Pond </br> 0.21%
Oct-20-2024 to Oct-26-2024,ME,Long Lake,0.45,47.20638,-68.241,723898,2024-10-20,2024-10-26,Long Lake </br> 0.45%
Oct-20-2024 to Oct-26-2024,ME,Mud Lake,0.29,47.15382,-68.292,723936,2024-10-20,2024-10-26,Mud Lake </br> 0.29%
Oct-20-2024 to Oct-26-2024,ME,Square Lake,0.48,47.06451,-68.4067,723938,2024-10-20,2024-10-26,Square Lake </br> 0.48%
Oct-20-2024 to Oct-26-2024,ME,Fish River Lake,1.65,46.82865,-68.7736,725058,2024-10-20,2024-10-26,Fish River Lake </br> 1.65%
Oct-20-2024 to Oct-26-2024,ME,Portage Lake,1.23,46.78602,-68.5091,725074,2024-10-20,2024-10-26,Portage Lake </br> 1.23%
Oct-20-2024 to Oct-26-2024,KS,Perry Lake,3.24,39.18347,-95.4522,746373,2024-10-20,2024-10-26,Perry Lake </br> 3.24%
Oct-20-2024 to Oct-26-2024,ME,Madawaska Lake,3.3,47.02536,-68.2131,802433,2024-10-20,2024-10-26,Madawaska Lake </br> 3.3%
Oct-20-2024 to Oct-26-2024,ME,Squapan Lake,1.37,46.54401,-68.2436,803413,2024-10-20,2024-10-26,Squapan Lake </br> 1.37%
Oct-20-2024 to Oct-26-2024,ME,Millinocket Lake,0.4,46.29874,-68.8853,806283,2024-10-20,2024-10-26,Millinocket Lake </br> 0.4%
Oct-20-2024 to Oct-26-2024,ME,Umcolcus Lake,0.75,46.28783,-68.4356,806301,2024-10-20,2024-10-26,Umcolcus Lake </br> 0.75%
Oct-20-2024 to Oct-26-2024,ME,Millimagassett Lake,0.15,46.28425,-68.7835,806311,2024-10-20,2024-10-26,Millimagassett Lake </br> 0.15%
Oct-20-2024 to Oct-26-2024,ME,Meduxnekeag Lake,0.49,46.09414,-68.0295,817877,2024-10-20,2024-10-26,Meduxnekeag Lake </br> 0.49%
Oct-20-2024 to Oct-26-2024,OK,Lake Yahola,5.25,36.22022,-95.9341,847048,2024-10-20,2024-10-26,Lake Yahola </br> 5.25%
Oct-20-2024 to Oct-26-2024,CO,Holbrook Reservoir,16.7,38.06316,-103.61,914071,2024-10-20,2024-10-26,Holbrook Reservoir </br> 16.7%
Oct-20-2024 to Oct-26-2024,CO,Turquoise Lake,1.84,39.26924,-106.383,916247,2024-10-20,2024-10-26,Turquoise Lake </br> 1.84%
Oct-20-2024 to Oct-26-2024,CO,Twin Lakes,0.89,39.08425,-106.333,916361,2024-10-20,2024-10-26,Twin Lakes </br> 0.89%
Oct-20-2024 to Oct-26-2024,CO,Twin Lakes Reservoir,1.1,39.07928,-106.365,916363,2024-10-20,2024-10-26,Twin Lakes Reservoir </br> 1.1%
Oct-20-2024 to Oct-26-2024,CO,Trinidad Lake,0.64,37.13644,-104.576,936750,2024-10-20,2024-10-26,Trinidad Lake </br> 0.64%
Oct-20-2024 to Oct-26-2024,CO,Lake Henry,55.71,38.26428,-103.709,975120,2024-10-20,2024-10-26,Lake Henry </br> 55.71%
Oct-20-2024 to Oct-26-2024,CO,Lake Meredith,50.76,38.19088,-103.703,975154,2024-10-20,2024-10-26,Lake Meredith </br> 50.76%
Oct-20-2024 to Oct-26-2024,TX,Lake A,0.35,33.10272,-95.0664,1010018,2024-10-20,2024-10-26,Lake A </br> 0.35%
Oct-20-2024 to Oct-26-2024,TX,Lake Cypress Springs,23.72,33.05924,-95.1886,1010164,2024-10-20,2024-10-26,Lake Cypress Springs </br> 23.72%
Oct-20-2024 to Oct-26-2024,TX,Lake O' the Pines,8.77,32.80087,-94.6107,1010832,2024-10-20,2024-10-26,Lake O' the Pines </br> 8.77%
Oct-20-2024 to Oct-26-2024,ME,Spencer Pond,0.65,45.74255,-69.5687,1021378,2024-10-20,2024-10-26,Spencer Pond </br> 0.65%
Oct-20-2024 to Oct-26-2024,ME,First Roach Pond,0.46,45.65463,-69.3792,1021504,2024-10-20,2024-10-26,First Roach Pond </br> 0.46%
Oct-20-2024 to Oct-26-2024,ME,Mountain View Pond,0.57,45.51955,-69.6901,1021692,2024-10-20,2024-10-26,Mountain View Pond </br> 0.57%
Oct-20-2024 to Oct-26-2024,ME,Long Pond,0.78,45.62674,-70.0871,1023054,2024-10-20,2024-10-26,Long Pond </br> 0.78%
Oct-20-2024 to Oct-26-2024,ME,Wood Pond,0.47,45.61972,-70.2776,1023066,2024-10-20,2024-10-26,Wood Pond </br> 0.47%
Oct-20-2024 to Oct-26-2024,ME,Attean Pond,0.39,45.56945,-70.2854,1023120,2024-10-20,2024-10-26,Attean Pond </br> 0.39%
Oct-20-2024 to Oct-26-2024,ME,Joes Hole,1.15,45.30665,-69.8405,1024266,2024-10-20,2024-10-26,Joes Hole </br> 1.15%
Oct-20-2024 to Oct-26-2024,ME,Fish Pond,0.63,45.40137,-70.2919,1031381,2024-10-20,2024-10-26,Fish Pond </br> 0.63%
Oct-20-2024 to Oct-26-2024,ME,Flagstaff Lake,0.47,45.19867,-70.3081,1031669,2024-10-20,2024-10-26,Flagstaff Lake </br> 0.47%
Oct-20-2024 to Oct-26-2024,ME,West Carry Pond,0.8,45.16877,-70.1111,1031729,2024-10-20,2024-10-26,West Carry Pond </br> 0.8%
Oct-20-2024 to Oct-26-2024,GA,Lake Sinclair,0.96,33.20784,-83.2584,1054153,2024-10-20,2024-10-26,Lake Sinclair </br> 0.96%
Oct-20-2024 to Oct-26-2024,MN,White Bear Lake,0.54,45.0773,-92.9805,1097324,2024-10-20,2024-10-26,White Bear Lake </br> 0.54%
Oct-20-2024 to Oct-26-2024,MN,Coon Lake,0.9,45.30549,-93.1664,1098396,2024-10-20,2024-10-26,Coon Lake </br> 0.9%
Oct-20-2024 to Oct-26-2024,MN,Bald Eagle Lake,12.66,45.11416,-93.0156,1099052,2024-10-20,2024-10-26,Bald Eagle Lake </br> 12.66%
Oct-20-2024 to Oct-26-2024,MN,Lower Lake (Lake Minnetonka),0.6,44.93976,-93.556,1101590,2024-10-20,2024-10-26,Lower Lake (Lake Minnetonka) </br> 0.6%
Oct-20-2024 to Oct-26-2024,MN,West Arm (Lake Minnetonka),52.84,44.94627,-93.6429,1101642,2024-10-20,2024-10-26,West Arm (Lake Minnetonka) </br> 52.84%
Oct-20-2024 to Oct-26-2024,MN,Lake Calhoun,1.29,44.9418,-93.3118,1101684,2024-10-20,2024-10-26,Lake Calhoun </br> 1.29%
Oct-20-2024 to Oct-26-2024,MN,Lake Minnetonka,1.11,44.91341,-93.6393,1101734,2024-10-20,2024-10-26,Lake Minnetonka </br> 1.11%
Oct-20-2024 to Oct-26-2024,TX,B A Steinhagen Lake,1.29,30.85543,-94.1948,1111211,2024-10-20,2024-10-26,B A Steinhagen Lake </br> 1.29%
Oct-20-2024 to Oct-26-2024,TX,Lake Sulphur Springs,2.21,33.17231,-95.629,1122789,2024-10-20,2024-10-26,Lake Sulphur Springs </br> 2.21%
Oct-20-2024 to Oct-26-2024,TX,Wright Patman Lake,24.01,33.27829,-94.2707,1127701,2024-10-20,2024-10-26,Wright Patman Lake </br> 24.01%
Oct-20-2024 to Oct-26-2024,TX,Goss Lake,1.02,33.27757,-94.0697,1127853,2024-10-20,2024-10-26,Goss Lake </br> 1.02%
Oct-20-2024 to Oct-26-2024,TX,River Crest Reservoir,80.9,33.39157,-95.1555,1128997,2024-10-20,2024-10-26,River Crest Reservoir </br> 80.9%
Oct-20-2024 to Oct-26-2024,LA,Black Bayou Lake,0.65,32.91292,-93.95,1135442,2024-10-20,2024-10-26,Black Bayou Lake </br> 0.65%
Oct-20-2024 to Oct-26-2024,TX,Lake Tyler,1.46,32.23912,-95.1512,1147787,2024-10-20,2024-10-26,Lake Tyler </br> 1.46%
Oct-20-2024 to Oct-26-2024,TX,Lake Striker,1.12,31.95969,-94.989,1148575,2024-10-20,2024-10-26,Lake Striker </br> 1.12%
Oct-20-2024 to Oct-26-2024,TX,Lake Nacogdoches,0.76,31.62249,-94.8184,1149471,2024-10-20,2024-10-26,Lake Nacogdoches </br> 0.76%
Oct-20-2024 to Oct-26-2024,TX,Ester Lake,1.92,31.21716,-94.2536,1158647,2024-10-20,2024-10-26,Ester Lake </br> 1.92%
Oct-20-2024 to Oct-26-2024,TX,Kurth Lake,2.34,31.44449,-94.691,1158651,2024-10-20,2024-10-26,Kurth Lake </br> 2.34%
Oct-20-2024 to Oct-26-2024,CO,Williams Fork Reservoir,1.26,40.01526,-106.21,1230577,2024-10-20,2024-10-26,Williams Fork Reservoir </br> 1.26%
Oct-20-2024 to Oct-26-2024,CO,Grand Lake,1.14,40.23162,-105.835,1233435,2024-10-20,2024-10-26,Grand Lake </br> 1.14%
Oct-20-2024 to Oct-26-2024,CO,Lake Granby,0.39,40.15546,-105.849,1233515,2024-10-20,2024-10-26,Lake Granby </br> 0.39%
Oct-20-2024 to Oct-26-2024,TX,White Rock Lake,8.3,32.83606,-96.7226,1259469,2024-10-20,2024-10-26,White Rock Lake </br> 8.3%
Oct-20-2024 to Oct-26-2024,TX,Trinidad Lake,86.06,32.1175,-96.0936,1262105,2024-10-20,2024-10-26,Trinidad Lake </br> 86.06%
Oct-20-2024 to Oct-26-2024,TX,Lake Worth,65.04,32.80908,-97.4615,1267710,2024-10-20,2024-10-26,Lake Worth </br> 65.04%
Oct-20-2024 to Oct-26-2024,TX,Lake Weatherford,83.69,32.78419,-97.6875,1267786,2024-10-20,2024-10-26,Lake Weatherford </br> 83.69%
Oct-20-2024 to Oct-26-2024,TX,Lake Arlington,51.68,32.70435,-97.2132,1267898,2024-10-20,2024-10-26,Lake Arlington </br> 51.68%
Oct-20-2024 to Oct-26-2024,TX,Benbrook Lake,14.53,32.62671,-97.4682,1267968,2024-10-20,2024-10-26,Benbrook Lake </br> 14.53%
Oct-20-2024 to Oct-26-2024,TX,Mountain Creek Lake,77.02,32.71806,-96.9614,1269548,2024-10-20,2024-10-26,Mountain Creek Lake </br> 77.02%
Oct-20-2024 to Oct-26-2024,TX,Lavon Lake,39.97,33.10404,-96.4712,1291638,2024-10-20,2024-10-26,Lavon Lake </br> 39.97%
Oct-20-2024 to Oct-26-2024,TX,New Terrell City Lake,68.01,32.74228,-96.1728,1296744,2024-10-20,2024-10-26,New Terrell City Lake </br> 68.01%
Oct-20-2024 to Oct-26-2024,TX,Lake Bridgeport,1.14,33.21846,-97.8659,1304891,2024-10-20,2024-10-26,Lake Bridgeport </br> 1.14%
Oct-20-2024 to Oct-26-2024,CO,Green Mountain Reservoir,1.56,39.87126,-106.285,1311881,2024-10-20,2024-10-26,Green Mountain Reservoir </br> 1.56%
Oct-20-2024 to Oct-26-2024,CO,Dillon Reservoir,2.1,39.60147,-106.058,1312051,2024-10-20,2024-10-26,Dillon Reservoir </br> 2.1%
Oct-20-2024 to Oct-26-2024,CO,Taylor Park Reservoir,1.35,38.83539,-106.58,1332558,2024-10-20,2024-10-26,Taylor Park Reservoir </br> 1.35%
Oct-20-2024 to Oct-26-2024,CO,Steamboat Lake,12.83,40.79592,-106.965,1353298,2024-10-20,2024-10-26,Steamboat Lake </br> 12.83%
Oct-20-2024 to Oct-26-2024,UT,Pelican Lake,1.05,40.19259,-109.682,1371518,2024-10-20,2024-10-26,Pelican Lake </br> 1.05%
Oct-20-2024 to Oct-26-2024,AZ,Many Farms Lake,3.3,36.35332,-109.583,1408803,2024-10-20,2024-10-26,Many Farms Lake </br> 3.3%
Oct-20-2024 to Oct-26-2024,TX,Bardwell Lake,70.35,32.28141,-96.6641,1445978,2024-10-20,2024-10-26,Bardwell Lake </br> 70.35%
Oct-20-2024 to Oct-26-2024,TX,Fairfield Lake,2.8,31.79518,-96.062,1454297,2024-10-20,2024-10-26,Fairfield Lake </br> 2.8%
Oct-20-2024 to Oct-26-2024,TX,Houston County Lake,2.91,31.41438,-95.5776,1455553,2024-10-20,2024-10-26,Houston County Lake </br> 2.91%
Oct-20-2024 to Oct-26-2024,TX,Lewis Creek Reservoir,0.58,30.43564,-95.5352,1466524,2024-10-20,2024-10-26,Lewis Creek Reservoir </br> 0.58%
Oct-20-2024 to Oct-26-2024,TX,Sabine Lake,45.21,29.89961,-93.8889,1475947,2024-10-20,2024-10-26,Sabine Lake </br> 45.21%
Oct-20-2024 to Oct-26-2024,TX,Knight Lake,9.47,29.70597,-93.9862,1476649,2024-10-20,2024-10-26,Knight Lake </br> 9.47%
Oct-20-2024 to Oct-26-2024,TX,Sabine Lake,0.77,29.88602,-93.8433,1477365,2024-10-20,2024-10-26,Sabine Lake </br> 0.77%
Oct-20-2024 to Oct-26-2024,TX,Clam Lake,1.22,29.68687,-94.0986,1478803,2024-10-20,2024-10-26,Clam Lake </br> 1.22%
Oct-20-2024 to Oct-26-2024,TX,Woodlands Golf Course Lake,5.81,30.7671,-95.1656,1492358,2024-10-20,2024-10-26,Woodlands Golf Course Lake </br> 5.81%
Oct-20-2024 to Oct-26-2024,TX,Lake Charlotte,73.51,29.868,-94.7257,1514105,2024-10-20,2024-10-26,Lake Charlotte </br> 73.51%
Oct-20-2024 to Oct-26-2024,TX,Lost Lake,50.11,29.85921,-94.7835,1514129,2024-10-20,2024-10-26,Lost Lake </br> 50.11%
Oct-20-2024 to Oct-26-2024,TX,Lake Anahuac,69.6,29.80275,-94.684,1514219,2024-10-20,2024-10-26,Lake Anahuac </br> 69.6%
Oct-20-2024 to Oct-26-2024,TX,Cotton Lake,73.3,29.79816,-94.8073,1514331,2024-10-20,2024-10-26,Cotton Lake </br> 73.3%
Oct-20-2024 to Oct-26-2024,TX,Wet Marsh Pond,2.24,29.77277,-94.8163,1514367,2024-10-20,2024-10-26,Wet Marsh Pond </br> 2.24%
Oct-20-2024 to Oct-26-2024,TX,Robinson Lake,38.23,29.58477,-94.5971,1523391,2024-10-20,2024-10-26,Robinson Lake </br> 38.23%
Oct-20-2024 to Oct-26-2024,TX,Lake Surprise,90.63,29.55322,-94.6808,1523509,2024-10-20,2024-10-26,Lake Surprise </br> 90.63%
Oct-20-2024 to Oct-26-2024,CO,Lake Pueblo,0.77,38.26593,-104.753,1531545,2024-10-20,2024-10-26,Lake Pueblo </br> 0.77%
Oct-20-2024 to Oct-26-2024,TX,Clear Lake,53.37,29.55251,-95.061,1562034,2024-10-20,2024-10-26,Clear Lake </br> 53.37%
Oct-20-2024 to Oct-26-2024,TX,Galveston County Industrial Water Reservoir,12.96,29.4387,-94.9747,1573030,2024-10-20,2024-10-26,Galveston County Industrial Water Reservoir </br> 12.96%
Oct-20-2024 to Oct-26-2024,TX,Oyster Lake,1.25,29.12179,-95.1749,1573668,2024-10-20,2024-10-26,Oyster Lake </br> 1.25%
Oct-20-2024 to Oct-26-2024,TX,Salt Lake,2.58,29.03822,-95.2555,1573900,2024-10-20,2024-10-26,Salt Lake </br> 2.58%
Oct-20-2024 to Oct-26-2024,CO,Adobe Creek Reservoir,37.58,38.26192,-103.246,1593551,2024-10-20,2024-10-26,Adobe Creek Reservoir </br> 37.58%
Oct-20-2024 to Oct-26-2024,CO,Neegronda Reservoir,8.98,38.30302,-102.755,1594371,2024-10-20,2024-10-26,Neegronda Reservoir </br> 8.98%
Oct-20-2024 to Oct-26-2024,CO,Queen Reservoir,65,38.29501,-102.65,1594373,2024-10-20,2024-10-26,Queen Reservoir </br> 65%
Oct-20-2024 to Oct-26-2024,TX,Cowtrap Lake,4.22,28.85446,-95.5224,1613786,2024-10-20,2024-10-26,Cowtrap Lake </br> 4.22%
Oct-20-2024 to Oct-26-2024,TX,Lake Austin,31.91,28.7926,-95.7929,1613898,2024-10-20,2024-10-26,Lake Austin </br> 31.91%
Oct-20-2024 to Oct-26-2024,ME,Rowe Pond,0.39,46.20594,-69.6062,1698272,2024-10-20,2024-10-26,Rowe Pond </br> 0.39%
Oct-20-2024 to Oct-26-2024,ME,Shallow Lake,35.96,46.22598,-69.4799,1698278,2024-10-20,2024-10-26,Shallow Lake </br> 35.96%
Oct-20-2024 to Oct-26-2024,ME,Umbbazooksus Lake,0.29,46.16857,-69.3775,1698316,2024-10-20,2024-10-26,Umbbazooksus Lake </br> 0.29%
Oct-20-2024 to Oct-26-2024,ME,Loon Lake,0.7,46.14701,-69.6392,1698322,2024-10-20,2024-10-26,Loon Lake </br> 0.7%
Oct-20-2024 to Oct-26-2024,ME,Longley Pond,0.43,46.16018,-69.4388,1698326,2024-10-20,2024-10-26,Longley Pond </br> 0.43%
Oct-20-2024 to Oct-26-2024,ME,Nesowadnehunk Lake,0.43,46.04055,-69.096,1698422,2024-10-20,2024-10-26,Nesowadnehunk Lake </br> 0.43%
Oct-20-2024 to Oct-26-2024,ME,Millinocket Lake,0.37,45.75953,-68.7944,1699384,2024-10-20,2024-10-26,Millinocket Lake </br> 0.37%
Oct-20-2024 to Oct-26-2024,ME,Dolby Pond,0.35,45.65227,-68.6306,1699482,2024-10-20,2024-10-26,Dolby Pond </br> 0.35%
Oct-20-2024 to Oct-26-2024,ME,Upper Jo-Mary Lake,0.26,45.60065,-68.962,1699556,2024-10-20,2024-10-26,Upper Jo-Mary Lake </br> 0.26%
Oct-20-2024 to Oct-26-2024,ME,Mud Pond,0.36,45.96272,-69.2872,1700848,2024-10-20,2024-10-26,Mud Pond </br> 0.36%
Oct-20-2024 to Oct-26-2024,ME,Harrington Lake,0.35,45.93605,-69.1621,1700856,2024-10-20,2024-10-26,Harrington Lake </br> 0.35%
Oct-20-2024 to Oct-26-2024,ME,Seboomook Lake,1.34,45.91353,-69.848,1700864,2024-10-20,2024-10-26,Seboomook Lake </br> 1.34%
Oct-20-2024 to Oct-26-2024,ME,Lobster Lake,0.43,45.85474,-69.5238,1700982,2024-10-20,2024-10-26,Lobster Lake </br> 0.43%
Oct-20-2024 to Oct-26-2024,ME,Ragged Lake,0.46,45.82058,-69.3758,1701002,2024-10-20,2024-10-26,Ragged Lake </br> 0.46%
Oct-20-2024 to Oct-26-2024,ME,Rainbow Lake,0.52,45.82396,-69.1166,1701038,2024-10-20,2024-10-26,Rainbow Lake </br> 0.52%
Oct-20-2024 to Oct-26-2024,ME,Third Debsconeag Lake,0.18,45.75816,-69.0303,1701156,2024-10-20,2024-10-26,Third Debsconeag Lake </br> 0.18%
Oct-20-2024 to Oct-26-2024,ME,Grand Lake Seboeis,0.19,46.29646,-68.6503,1710508,2024-10-20,2024-10-26,Grand Lake Seboeis </br> 0.19%
