date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Oct-13-2024 to Oct-19-2024,CO,Barr Lake,14.89,39.94319,-104.764,228919,2024-10-13,2024-10-19,Barr Lake </br> 14.89%
Oct-13-2024 to Oct-19-2024,CO,Cherry Creek Lake,5.26,39.64032,-104.855,229217,2024-10-13,2024-10-19,Cherry Creek Lake </br> 5.26%
Oct-13-2024 to Oct-19-2024,OK,Lake Hefner,4.91,35.56682,-97.5951,253350,2024-10-13,2024-10-19,Lake Hefner </br> 4.91%
Oct-13-2024 to Oct-19-2024,MI,Round Lake,0.68,46.15092,-86.7447,271501,2024-10-13,2024-10-19,Round Lake </br> 0.68%
Oct-13-2024 to Oct-19-2024,OK,Shell Lake,41.35,36.19126,-96.1797,368347,2024-10-13,2024-10-19,Shell Lake </br> 41.35%
Oct-13-2024 to Oct-19-2024,OK,Webbers Falls Reservoir,0.9,35.60737,-95.221,381408,2024-10-13,2024-10-19,Webbers Falls Reservoir </br> 0.9%
Oct-13-2024 to Oct-19-2024,OK,Canton Lake,62.69,36.12569,-98.6147,389774,2024-10-13,2024-10-19,Canton Lake </br> 62.69%
Oct-13-2024 to Oct-19-2024,OK,Tenkiller Lake,0.62,35.7169,-94.9482,399680,2024-10-13,2024-10-19,Tenkiller Lake </br> 0.62%
Oct-13-2024 to Oct-19-2024,OK,Tenkiller Ferry Lake,0.77,35.63059,-95.0342,402142,2024-10-13,2024-10-19,Tenkiller Ferry Lake </br> 0.77%
Oct-13-2024 to Oct-19-2024,OK,Lake Murray,1.37,34.07157,-97.0757,423160,2024-10-13,2024-10-19,Lake Murray </br> 1.37%
Oct-13-2024 to Oct-19-2024,OK,Stanley Draper Lake,2.26,35.35016,-97.356,481582,2024-10-13,2024-10-19,Stanley Draper Lake </br> 2.26%
Oct-13-2024 to Oct-19-2024,OK,Lake Thunderbird,42.16,35.23374,-97.2577,481656,2024-10-13,2024-10-19,Lake Thunderbird </br> 42.16%
Oct-13-2024 to Oct-19-2024,OK,Lake McMurtry,7.65,36.18245,-97.1858,491560,2024-10-13,2024-10-19,Lake McMurtry </br> 7.65%
Oct-13-2024 to Oct-19-2024,OK,Lake Carl Blackwell,37.17,36.13618,-97.228,491604,2024-10-13,2024-10-19,Lake Carl Blackwell </br> 37.17%
Oct-13-2024 to Oct-19-2024,OK,Lake McAlester,2.35,35.03047,-95.8296,510415,2024-10-13,2024-10-19,Lake McAlester </br> 2.35%
Oct-13-2024 to Oct-19-2024,OK,S Lake Eufaula,6.6,34.95741,-95.6102,513979,2024-10-13,2024-10-19,S Lake Eufaula </br> 6.6%
Oct-13-2024 to Oct-19-2024,OK,Dripping Springs Lake,1.01,35.56111,-96.1173,534887,2024-10-13,2024-10-19,Dripping Springs Lake </br> 1.01%
Oct-13-2024 to Oct-19-2024,OK,South Lake,0.77,34.0705,-95.4183,592596,2024-10-13,2024-10-19,South Lake </br> 0.77%
Oct-13-2024 to Oct-19-2024,OK,Pine Creek Reservoir,26.68,34.15248,-95.103,617546,2024-10-13,2024-10-19,Pine Creek Reservoir </br> 26.68%
Oct-13-2024 to Oct-19-2024,OK,Broken Bow Lake,0.92,34.21277,-94.6843,630011,2024-10-13,2024-10-19,Broken Bow Lake </br> 0.92%
Oct-13-2024 to Oct-19-2024,OK,Lake Ellsworth,30.17,34.82354,-98.3534,672210,2024-10-13,2024-10-19,Lake Ellsworth </br> 30.17%
Oct-13-2024 to Oct-19-2024,OK,Lake Lawtonka,37.35,34.75722,-98.5078,672260,2024-10-13,2024-10-19,Lake Lawtonka </br> 37.35%
Oct-13-2024 to Oct-19-2024,OK,Fort Cobb Reservoir,46.26,35.19674,-98.483,681831,2024-10-13,2024-10-19,Fort Cobb Reservoir </br> 46.26%
Oct-13-2024 to Oct-19-2024,ME,Long Lake,2.28,46.625,-69.3767,717696,2024-10-13,2024-10-19,Long Lake </br> 2.28%
Oct-13-2024 to Oct-19-2024,ME,Clear Lake,1.57,46.52027,-69.1287,717824,2024-10-13,2024-10-19,Clear Lake </br> 1.57%
Oct-13-2024 to Oct-19-2024,ME,Heron-Churchill Lakes,0.56,46.37289,-69.3412,719480,2024-10-13,2024-10-19,Heron-Churchill Lakes </br> 0.56%
Oct-13-2024 to Oct-19-2024,ME,Pleasant Lake,0.91,46.47316,-69.1799,719490,2024-10-13,2024-10-19,Pleasant Lake </br> 0.91%
Oct-13-2024 to Oct-19-2024,ME,Spider Lake,0.77,46.44826,-69.2087,719500,2024-10-13,2024-10-19,Spider Lake </br> 0.77%
Oct-13-2024 to Oct-19-2024,ME,Haymock Lake,0.39,46.30324,-69.1849,719644,2024-10-13,2024-10-19,Haymock Lake </br> 0.39%
Oct-13-2024 to Oct-19-2024,ME,Indian Pond,0.27,46.25543,-69.2934,719684,2024-10-13,2024-10-19,Indian Pond </br> 0.27%
Oct-13-2024 to Oct-19-2024,ME,Long Lake,0.51,47.20638,-68.241,723898,2024-10-13,2024-10-19,Long Lake </br> 0.51%
Oct-13-2024 to Oct-19-2024,ME,Mud Lake,0.33,47.15382,-68.292,723936,2024-10-13,2024-10-19,Mud Lake </br> 0.33%
Oct-13-2024 to Oct-19-2024,ME,Square Lake,0.56,47.06451,-68.4067,723938,2024-10-13,2024-10-19,Square Lake </br> 0.56%
Oct-13-2024 to Oct-19-2024,ME,Fish River Lake,1.87,46.82865,-68.7736,725058,2024-10-13,2024-10-19,Fish River Lake </br> 1.87%
Oct-13-2024 to Oct-19-2024,ME,Portage Lake,1.42,46.78602,-68.5091,725074,2024-10-13,2024-10-19,Portage Lake </br> 1.42%
Oct-13-2024 to Oct-19-2024,KS,Perry Lake,4.09,39.18347,-95.4522,746373,2024-10-13,2024-10-19,Perry Lake </br> 4.09%
Oct-13-2024 to Oct-19-2024,ME,Madawaska Lake,3.76,47.02536,-68.2131,802433,2024-10-13,2024-10-19,Madawaska Lake </br> 3.76%
Oct-13-2024 to Oct-19-2024,ME,Squapan Lake,1.53,46.54401,-68.2436,803413,2024-10-13,2024-10-19,Squapan Lake </br> 1.53%
Oct-13-2024 to Oct-19-2024,ME,Millinocket Lake,0.47,46.29874,-68.8853,806283,2024-10-13,2024-10-19,Millinocket Lake </br> 0.47%
Oct-13-2024 to Oct-19-2024,ME,Umcolcus Lake,0.89,46.28783,-68.4356,806301,2024-10-13,2024-10-19,Umcolcus Lake </br> 0.89%
Oct-13-2024 to Oct-19-2024,ME,Millimagassett Lake,0.18,46.28425,-68.7835,806311,2024-10-13,2024-10-19,Millimagassett Lake </br> 0.18%
Oct-13-2024 to Oct-19-2024,ME,Meduxnekeag Lake,0.58,46.09414,-68.0295,817877,2024-10-13,2024-10-19,Meduxnekeag Lake </br> 0.58%
Oct-13-2024 to Oct-19-2024,OK,Lake Yahola,6.71,36.22022,-95.9341,847048,2024-10-13,2024-10-19,Lake Yahola </br> 6.71%
Oct-13-2024 to Oct-19-2024,CO,Holbrook Reservoir,21.35,38.06316,-103.61,914071,2024-10-13,2024-10-19,Holbrook Reservoir </br> 21.35%
Oct-13-2024 to Oct-19-2024,CO,Turquoise Lake,1.98,39.26924,-106.383,916247,2024-10-13,2024-10-19,Turquoise Lake </br> 1.98%
Oct-13-2024 to Oct-19-2024,CO,Twin Lakes,0.99,39.08425,-106.333,916361,2024-10-13,2024-10-19,Twin Lakes </br> 0.99%
Oct-13-2024 to Oct-19-2024,CO,Twin Lakes Reservoir,1.21,39.07928,-106.365,916363,2024-10-13,2024-10-19,Twin Lakes Reservoir </br> 1.21%
Oct-13-2024 to Oct-19-2024,CO,Trinidad Lake,0.86,37.13644,-104.576,936750,2024-10-13,2024-10-19,Trinidad Lake </br> 0.86%
Oct-13-2024 to Oct-19-2024,CO,Lake Henry,63.15,38.26428,-103.709,975120,2024-10-13,2024-10-19,Lake Henry </br> 63.15%
Oct-13-2024 to Oct-19-2024,CO,Lake Meredith,58.66,38.19088,-103.703,975154,2024-10-13,2024-10-19,Lake Meredith </br> 58.66%
Oct-13-2024 to Oct-19-2024,TX,Lake A,0.43,33.10272,-95.0664,1010018,2024-10-13,2024-10-19,Lake A </br> 0.43%
Oct-13-2024 to Oct-19-2024,TX,Lake Cypress Springs,27.57,33.05924,-95.1886,1010164,2024-10-13,2024-10-19,Lake Cypress Springs </br> 27.57%
Oct-13-2024 to Oct-19-2024,TX,Lake O' the Pines,10.32,32.80087,-94.6107,1010832,2024-10-13,2024-10-19,Lake O' the Pines </br> 10.32%
Oct-13-2024 to Oct-19-2024,ME,Spencer Pond,0.77,45.74255,-69.5687,1021378,2024-10-13,2024-10-19,Spencer Pond </br> 0.77%
Oct-13-2024 to Oct-19-2024,ME,First Roach Pond,0.59,45.65463,-69.3792,1021504,2024-10-13,2024-10-19,First Roach Pond </br> 0.59%
Oct-13-2024 to Oct-19-2024,ME,Mountain View Pond,0.74,45.51955,-69.6901,1021692,2024-10-13,2024-10-19,Mountain View Pond </br> 0.74%
Oct-13-2024 to Oct-19-2024,ME,Long Pond,0.95,45.62674,-70.0871,1023054,2024-10-13,2024-10-19,Long Pond </br> 0.95%
Oct-13-2024 to Oct-19-2024,ME,Wood Pond,0.59,45.61972,-70.2776,1023066,2024-10-13,2024-10-19,Wood Pond </br> 0.59%
Oct-13-2024 to Oct-19-2024,ME,Attean Pond,0.49,45.56945,-70.2854,1023120,2024-10-13,2024-10-19,Attean Pond </br> 0.49%
Oct-13-2024 to Oct-19-2024,ME,Joes Hole,1.53,45.30665,-69.8405,1024266,2024-10-13,2024-10-19,Joes Hole </br> 1.53%
Oct-13-2024 to Oct-19-2024,ME,Fish Pond,0.81,45.40137,-70.2919,1031381,2024-10-13,2024-10-19,Fish Pond </br> 0.81%
Oct-13-2024 to Oct-19-2024,ME,Flagstaff Lake,0.58,45.19867,-70.3081,1031669,2024-10-13,2024-10-19,Flagstaff Lake </br> 0.58%
Oct-13-2024 to Oct-19-2024,ME,West Carry Pond,0.99,45.16877,-70.1111,1031729,2024-10-13,2024-10-19,West Carry Pond </br> 0.99%
Oct-13-2024 to Oct-19-2024,GA,Lake Sinclair,1.13,33.20784,-83.2584,1054153,2024-10-13,2024-10-19,Lake Sinclair </br> 1.13%
Oct-13-2024 to Oct-19-2024,MN,White Bear Lake,0.7,45.0773,-92.9805,1097324,2024-10-13,2024-10-19,White Bear Lake </br> 0.7%
Oct-13-2024 to Oct-19-2024,MN,Coon Lake,1.16,45.30549,-93.1664,1098396,2024-10-13,2024-10-19,Coon Lake </br> 1.16%
Oct-13-2024 to Oct-19-2024,MN,Bald Eagle Lake,15.85,45.11416,-93.0156,1099052,2024-10-13,2024-10-19,Bald Eagle Lake </br> 15.85%
Oct-13-2024 to Oct-19-2024,MN,Lower Lake (Lake Minnetonka),0.78,44.93976,-93.556,1101590,2024-10-13,2024-10-19,Lower Lake (Lake Minnetonka) </br> 0.78%
Oct-13-2024 to Oct-19-2024,MN,West Arm (Lake Minnetonka),59.19,44.94627,-93.6429,1101642,2024-10-13,2024-10-19,West Arm (Lake Minnetonka) </br> 59.19%
Oct-13-2024 to Oct-19-2024,MN,Lake Calhoun,1.7,44.9418,-93.3118,1101684,2024-10-13,2024-10-19,Lake Calhoun </br> 1.7%
Oct-13-2024 to Oct-19-2024,MN,Lake Minnetonka,1.43,44.91341,-93.6393,1101734,2024-10-13,2024-10-19,Lake Minnetonka </br> 1.43%
Oct-13-2024 to Oct-19-2024,TX,B A Steinhagen Lake,1.51,30.85543,-94.1948,1111211,2024-10-13,2024-10-19,B A Steinhagen Lake </br> 1.51%
Oct-13-2024 to Oct-19-2024,TX,Lake Sulphur Springs,2.68,33.17231,-95.629,1122789,2024-10-13,2024-10-19,Lake Sulphur Springs </br> 2.68%
Oct-13-2024 to Oct-19-2024,TX,Wright Patman Lake,27.46,33.27829,-94.2707,1127701,2024-10-13,2024-10-19,Wright Patman Lake </br> 27.46%
Oct-13-2024 to Oct-19-2024,TX,Goss Lake,1.29,33.27757,-94.0697,1127853,2024-10-13,2024-10-19,Goss Lake </br> 1.29%
Oct-13-2024 to Oct-19-2024,TX,River Crest Reservoir,84.1,33.39157,-95.1555,1128997,2024-10-13,2024-10-19,River Crest Reservoir </br> 84.1%
Oct-13-2024 to Oct-19-2024,LA,Black Bayou Lake,0.77,32.91292,-93.95,1135442,2024-10-13,2024-10-19,Black Bayou Lake </br> 0.77%
Oct-13-2024 to Oct-19-2024,TX,Lake Tyler,1.74,32.23912,-95.1512,1147787,2024-10-13,2024-10-19,Lake Tyler </br> 1.74%
Oct-13-2024 to Oct-19-2024,TX,Lake Striker,1.31,31.95969,-94.989,1148575,2024-10-13,2024-10-19,Lake Striker </br> 1.31%
Oct-13-2024 to Oct-19-2024,TX,Lake Nacogdoches,0.9,31.62249,-94.8184,1149471,2024-10-13,2024-10-19,Lake Nacogdoches </br> 0.9%
Oct-13-2024 to Oct-19-2024,TX,Ester Lake,2.07,31.21716,-94.2536,1158647,2024-10-13,2024-10-19,Ester Lake </br> 2.07%
Oct-13-2024 to Oct-19-2024,TX,Kurth Lake,2.85,31.44449,-94.691,1158651,2024-10-13,2024-10-19,Kurth Lake </br> 2.85%
Oct-13-2024 to Oct-19-2024,CO,Williams Fork Reservoir,1.37,40.01526,-106.21,1230577,2024-10-13,2024-10-19,Williams Fork Reservoir </br> 1.37%
Oct-13-2024 to Oct-19-2024,CO,Grand Lake,1.33,40.23162,-105.835,1233435,2024-10-13,2024-10-19,Grand Lake </br> 1.33%
Oct-13-2024 to Oct-19-2024,CO,Lake Granby,0.45,40.15546,-105.849,1233515,2024-10-13,2024-10-19,Lake Granby </br> 0.45%
Oct-13-2024 to Oct-19-2024,TX,White Rock Lake,9.96,32.83606,-96.7226,1259469,2024-10-13,2024-10-19,White Rock Lake </br> 9.96%
Oct-13-2024 to Oct-19-2024,TX,Trinidad Lake,88.07,32.1175,-96.0936,1262105,2024-10-13,2024-10-19,Trinidad Lake </br> 88.07%
Oct-13-2024 to Oct-19-2024,TX,Lake Worth,68.01,32.80908,-97.4615,1267710,2024-10-13,2024-10-19,Lake Worth </br> 68.01%
Oct-13-2024 to Oct-19-2024,TX,Lake Weatherford,86.1,32.78419,-97.6875,1267786,2024-10-13,2024-10-19,Lake Weatherford </br> 86.1%
Oct-13-2024 to Oct-19-2024,TX,Lake Arlington,55.99,32.70435,-97.2132,1267898,2024-10-13,2024-10-19,Lake Arlington </br> 55.99%
Oct-13-2024 to Oct-19-2024,TX,Benbrook Lake,16.47,32.62671,-97.4682,1267968,2024-10-13,2024-10-19,Benbrook Lake </br> 16.47%
Oct-13-2024 to Oct-19-2024,TX,Mountain Creek Lake,79.91,32.71806,-96.9614,1269548,2024-10-13,2024-10-19,Mountain Creek Lake </br> 79.91%
Oct-13-2024 to Oct-19-2024,TX,Lavon Lake,44,33.10404,-96.4712,1291638,2024-10-13,2024-10-19,Lavon Lake </br> 44%
Oct-13-2024 to Oct-19-2024,TX,New Terrell City Lake,72.23,32.74228,-96.1728,1296744,2024-10-13,2024-10-19,New Terrell City Lake </br> 72.23%
Oct-13-2024 to Oct-19-2024,TX,Lake Bridgeport,1.31,33.21846,-97.8659,1304891,2024-10-13,2024-10-19,Lake Bridgeport </br> 1.31%
Oct-13-2024 to Oct-19-2024,CO,Green Mountain Reservoir,1.7,39.87126,-106.285,1311881,2024-10-13,2024-10-19,Green Mountain Reservoir </br> 1.7%
Oct-13-2024 to Oct-19-2024,CO,Dillon Reservoir,2.25,39.60147,-106.058,1312051,2024-10-13,2024-10-19,Dillon Reservoir </br> 2.25%
Oct-13-2024 to Oct-19-2024,CO,Taylor Park Reservoir,1.53,38.83539,-106.58,1332558,2024-10-13,2024-10-19,Taylor Park Reservoir </br> 1.53%
Oct-13-2024 to Oct-19-2024,CO,Steamboat Lake,14.33,40.79592,-106.965,1353298,2024-10-13,2024-10-19,Steamboat Lake </br> 14.33%
Oct-13-2024 to Oct-19-2024,UT,Pelican Lake,1.26,40.19259,-109.682,1371518,2024-10-13,2024-10-19,Pelican Lake </br> 1.26%
Oct-13-2024 to Oct-19-2024,AZ,Many Farms Lake,3.97,36.35332,-109.583,1408803,2024-10-13,2024-10-19,Many Farms Lake </br> 3.97%
Oct-13-2024 to Oct-19-2024,TX,Bardwell Lake,73.25,32.28141,-96.6641,1445978,2024-10-13,2024-10-19,Bardwell Lake </br> 73.25%
Oct-13-2024 to Oct-19-2024,TX,Fairfield Lake,3.3,31.79518,-96.062,1454297,2024-10-13,2024-10-19,Fairfield Lake </br> 3.3%
Oct-13-2024 to Oct-19-2024,TX,Houston County Lake,3.43,31.41438,-95.5776,1455553,2024-10-13,2024-10-19,Houston County Lake </br> 3.43%
Oct-13-2024 to Oct-19-2024,TX,Lewis Creek Reservoir,0.68,30.43564,-95.5352,1466524,2024-10-13,2024-10-19,Lewis Creek Reservoir </br> 0.68%
Oct-13-2024 to Oct-19-2024,TX,Sabine Lake,49.45,29.89961,-93.8889,1475947,2024-10-13,2024-10-19,Sabine Lake </br> 49.45%
Oct-13-2024 to Oct-19-2024,TX,Knight Lake,11.34,29.70597,-93.9862,1476649,2024-10-13,2024-10-19,Knight Lake </br> 11.34%
Oct-13-2024 to Oct-19-2024,TX,Sabine Lake,0.88,29.88602,-93.8433,1477365,2024-10-13,2024-10-19,Sabine Lake </br> 0.88%
Oct-13-2024 to Oct-19-2024,TX,Clam Lake,1.48,29.68687,-94.0986,1478803,2024-10-13,2024-10-19,Clam Lake </br> 1.48%
Oct-13-2024 to Oct-19-2024,TX,Woodlands Golf Course Lake,6.3,30.7671,-95.1656,1492358,2024-10-13,2024-10-19,Woodlands Golf Course Lake </br> 6.3%
Oct-13-2024 to Oct-19-2024,TX,Lake Charlotte,76.76,29.868,-94.7257,1514105,2024-10-13,2024-10-19,Lake Charlotte </br> 76.76%
Oct-13-2024 to Oct-19-2024,TX,Lost Lake,55.03,29.85921,-94.7835,1514129,2024-10-13,2024-10-19,Lost Lake </br> 55.03%
Oct-13-2024 to Oct-19-2024,TX,Lake Anahuac,72.83,29.80275,-94.684,1514219,2024-10-13,2024-10-19,Lake Anahuac </br> 72.83%
Oct-13-2024 to Oct-19-2024,TX,Cotton Lake,76.69,29.79816,-94.8073,1514331,2024-10-13,2024-10-19,Cotton Lake </br> 76.69%
Oct-13-2024 to Oct-19-2024,TX,Wet Marsh Pond,2.62,29.77277,-94.8163,1514367,2024-10-13,2024-10-19,Wet Marsh Pond </br> 2.62%
Oct-13-2024 to Oct-19-2024,TX,Robinson Lake,42.24,29.58477,-94.5971,1523391,2024-10-13,2024-10-19,Robinson Lake </br> 42.24%
Oct-13-2024 to Oct-19-2024,TX,Lake Surprise,91.84,29.55322,-94.6808,1523509,2024-10-13,2024-10-19,Lake Surprise </br> 91.84%
Oct-13-2024 to Oct-19-2024,CO,Lake Pueblo,0.93,38.26593,-104.753,1531545,2024-10-13,2024-10-19,Lake Pueblo </br> 0.93%
Oct-13-2024 to Oct-19-2024,TX,Clear Lake,57.99,29.55251,-95.061,1562034,2024-10-13,2024-10-19,Clear Lake </br> 57.99%
Oct-13-2024 to Oct-19-2024,TX,Galveston County Industrial Water Reservoir,15.02,29.4387,-94.9747,1573030,2024-10-13,2024-10-19,Galveston County Industrial Water Reservoir </br> 15.02%
Oct-13-2024 to Oct-19-2024,TX,Oyster Lake,1.45,29.12179,-95.1749,1573668,2024-10-13,2024-10-19,Oyster Lake </br> 1.45%
Oct-13-2024 to Oct-19-2024,TX,Salt Lake,2.92,29.03822,-95.2555,1573900,2024-10-13,2024-10-19,Salt Lake </br> 2.92%
Oct-13-2024 to Oct-19-2024,CO,Adobe Creek Reservoir,44.92,38.26192,-103.246,1593551,2024-10-13,2024-10-19,Adobe Creek Reservoir </br> 44.92%
Oct-13-2024 to Oct-19-2024,CO,Neegronda Reservoir,11.63,38.30302,-102.755,1594371,2024-10-13,2024-10-19,Neegronda Reservoir </br> 11.63%
Oct-13-2024 to Oct-19-2024,CO,Queen Reservoir,71.62,38.29501,-102.65,1594373,2024-10-13,2024-10-19,Queen Reservoir </br> 71.62%
Oct-13-2024 to Oct-19-2024,TX,Cowtrap Lake,4.75,28.85446,-95.5224,1613786,2024-10-13,2024-10-19,Cowtrap Lake </br> 4.75%
Oct-13-2024 to Oct-19-2024,TX,Lake Austin,34.86,28.7926,-95.7929,1613898,2024-10-13,2024-10-19,Lake Austin </br> 34.86%
Oct-13-2024 to Oct-19-2024,ME,Rowe Pond,0.51,46.20594,-69.6062,1698272,2024-10-13,2024-10-19,Rowe Pond </br> 0.51%
Oct-13-2024 to Oct-19-2024,ME,Shallow Lake,42.19,46.22598,-69.4799,1698278,2024-10-13,2024-10-19,Shallow Lake </br> 42.19%
Oct-13-2024 to Oct-19-2024,ME,Umbbazooksus Lake,0.37,46.16857,-69.3775,1698316,2024-10-13,2024-10-19,Umbbazooksus Lake </br> 0.37%
Oct-13-2024 to Oct-19-2024,ME,Loon Lake,0.91,46.14701,-69.6392,1698322,2024-10-13,2024-10-19,Loon Lake </br> 0.91%
Oct-13-2024 to Oct-19-2024,ME,Longley Pond,0.55,46.16018,-69.4388,1698326,2024-10-13,2024-10-19,Longley Pond </br> 0.55%
Oct-13-2024 to Oct-19-2024,ME,Nesowadnehunk Lake,0.53,46.04055,-69.096,1698422,2024-10-13,2024-10-19,Nesowadnehunk Lake </br> 0.53%
Oct-13-2024 to Oct-19-2024,ME,Millinocket Lake,0.45,45.75953,-68.7944,1699384,2024-10-13,2024-10-19,Millinocket Lake </br> 0.45%
Oct-13-2024 to Oct-19-2024,ME,Dolby Pond,0.43,45.65227,-68.6306,1699482,2024-10-13,2024-10-19,Dolby Pond </br> 0.43%
Oct-13-2024 to Oct-19-2024,ME,Upper Jo-Mary Lake,0.32,45.60065,-68.962,1699556,2024-10-13,2024-10-19,Upper Jo-Mary Lake </br> 0.32%
Oct-13-2024 to Oct-19-2024,ME,Mud Pond,0.44,45.96272,-69.2872,1700848,2024-10-13,2024-10-19,Mud Pond </br> 0.44%
Oct-13-2024 to Oct-19-2024,ME,Harrington Lake,0.45,45.93605,-69.1621,1700856,2024-10-13,2024-10-19,Harrington Lake </br> 0.45%
Oct-13-2024 to Oct-19-2024,ME,Seboomook Lake,1.6,45.91353,-69.848,1700864,2024-10-13,2024-10-19,Seboomook Lake </br> 1.6%
Oct-13-2024 to Oct-19-2024,ME,Lobster Lake,0.53,45.85474,-69.5238,1700982,2024-10-13,2024-10-19,Lobster Lake </br> 0.53%
Oct-13-2024 to Oct-19-2024,ME,Ragged Lake,0.59,45.82058,-69.3758,1701002,2024-10-13,2024-10-19,Ragged Lake </br> 0.59%
Oct-13-2024 to Oct-19-2024,ME,Rainbow Lake,0.66,45.82396,-69.1166,1701038,2024-10-13,2024-10-19,Rainbow Lake </br> 0.66%
Oct-13-2024 to Oct-19-2024,ME,Third Debsconeag Lake,0.24,45.75816,-69.0303,1701156,2024-10-13,2024-10-19,Third Debsconeag Lake </br> 0.24%
Oct-13-2024 to Oct-19-2024,ME,Grand Lake Seboeis,0.24,46.29646,-68.6503,1710508,2024-10-13,2024-10-19,Grand Lake Seboeis </br> 0.24%
